layout,variant,robots,seed,success,collision_events,collision_episode,min_separation,path_length,final_error,control_time_ms
random,no_edges,10,13,1,4,1,0.1408310791054802,90.76149211832988,0.5765118618747651,1.0314103914424777
random,local_graph,10,13,1,5,1,0.11350436187603827,98.34620671812517,0.544704333343485,1.0089163358012836
random,global_graph,10,13,1,5,1,0.16950235045108394,122.62353025035071,0.2929373300723298,1.0164150327909738
random,no_edges,10,14,0,5,1,0.05740030920248116,73.33174387925445,0.8665141312623061,1.007414508300523
random,local_graph,10,14,1,6,1,0.12851542094380544,89.5899720535126,0.4556248184849342,1.0125233481327693
random,global_graph,10,14,1,6,1,0.07482719801639455,99.65708044273664,0.429168661777897,1.0590120994796355
random,no_edges,10,15,0,5,1,0.056213568973325134,70.61483737910238,0.921196888921721,1.019005774287507
random,local_graph,10,15,1,8,1,0.1031161217530914,123.13785685705824,0.4527470893352927,1.0051436334227521
random,global_graph,10,15,1,10,1,0.09511277075256404,113.77064846519626,0.3731761350844923,1.0210161213763058
random,no_edges,10,16,1,5,1,0.1944776653155279,85.93319658837109,0.6040291677321031,0.9959830262232572
random,local_graph,10,16,1,7,1,0.07341817571864759,96.03647136384357,0.37214606091238456,1.0028282607284684
random,global_graph,10,16,1,7,1,0.10388877498616306,108.69126578498079,0.29014906848709454,1.0045129243129243
random,no_edges,10,17,1,7,1,0.07661691622040849,92.55900857590075,0.6318634804577313,1.0217766490920137
random,local_graph,10,17,1,6,1,0.07051484685900263,146.01232544299359,0.4391374402632854,1.0160661050273727
random,global_graph,10,17,1,7,1,0.20138104563669618,150.89935352102347,0.3294460076468065,1.0061565747795005
random,no_edges,10,18,0,4,1,0.0682128033269822,70.69276175795733,1.0868017457372818,1.0001407955617954
random,local_graph,10,18,0,5,1,0.053863087653266084,86.18092453522169,1.1094997341582444,0.9919059249417236
random,global_graph,10,18,0,5,1,0.13767615317396772,88.2724985909177,1.0169334037478968,1.0014467387615393
random,no_edges,10,19,1,7,1,0.07267759422432356,97.04884303590444,0.6212446473575943,0.9953954877952734
random,local_graph,10,19,1,4,1,0.04971612569855021,98.00379948607201,0.5033821096428719,0.997911065739269
random,global_graph,10,19,1,6,1,0.008497109291508405,121.88877557350979,0.43472634737283017,1.0176744700099032
random,no_edges,20,10,1,43,1,0.007675492413107928,193.6624035365369,0.5427695335734438,1.5202209605680157
random,local_graph,20,10,1,28,1,0.023825393438252913,259.00289786070624,0.4581336057722468,1.470416826972117
random,global_graph,20,10,1,30,1,0.032015195998379986,307.44714514872567,0.35337055894143854,1.482109564434116
random,no_edges,20,11,1,31,1,0.03389515825352496,182.35854856604345,0.5595875505677761,1.5257261014388253
random,local_graph,20,11,1,35,1,0.025123858526946558,255.28494995744802,0.34046021869782733,1.5487700797772657
random,global_graph,20,11,1,34,1,0.010392081263482846,264.11850005535587,0.4106433708505361,1.4751897232296567
random,no_edges,20,12,1,40,1,0.01113703931817987,188.47414944171385,0.6014495520532591,1.500098017277196
random,local_graph,20,12,1,24,1,0.0071839287423808625,253.8862017640959,0.313830546781952,1.4558202393042545
random,global_graph,20,12,1,24,1,0.033121001388963234,263.2392643256957,0.29209573688106905,1.5037796945155908
random,no_edges,20,13,0,28,1,0.034080081323921166,160.51173422263912,0.9555371675662683,1.4882869300587724
random,local_graph,20,13,1,27,1,0.023449370310062747,266.35076390869733,0.39621834838294795,1.487427856773138
random,global_graph,20,13,1,26,1,0.063112186355538,215.8162820762389,0.4680524691855889,1.4757302473299205
random,no_edges,20,14,1,34,1,0.005771432648087757,173.4123686306125,0.6094699850257062,1.4723690149063866
random,local_graph,20,14,1,33,1,0.013903561537656256,232.83671575114963,0.36399586269380757,1.4827348932158202
random,global_graph,20,14,1,32,1,0.04002911661970453,248.3372635245758,0.3743151965777619,1.4823719936733444
random,no_edges,20,15,0,16,1,0.02966765167309806,128.74156181467433,0.8908243590406861,1.4628561524053414
random,local_graph,20,15,1,18,1,0.0433626685141305,261.98392366439447,0.3717459317164643,1.4766316395252943
random,global_graph,20,15,1,17,1,0.04720476119449463,284.35268169248775,0.38899533987237,1.4946823299396783
random,no_edges,20,16,0,34,1,0.007932630760369092,198.02342890171684,0.7035108322780655,1.529617072083056
random,local_graph,20,16,1,30,1,0.05504109266951266,256.41904085879446,0.46332960039503224,1.5223718772176653
random,global_graph,20,16,1,28,1,0.039176349598963454,268.1372070889772,0.28829756844476523,1.498564974948143
random,no_edges,20,17,1,22,1,0.015938577240221585,146.09680782291795,0.6337156073102388,1.523127001322185
random,local_graph,20,17,1,27,1,0.03714194778385639,267.8319012128429,0.4270548221616403,1.482153288088739
random,global_graph,20,17,1,27,1,0.015149219952747272,296.28352350548755,0.45851757618284295,1.4657783632477124
random,no_edges,20,18,0,23,1,0.058496175407046075,196.11261550370153,0.840941967902811,1.4669126772787422
