layout,variant,robots,seed,success,collision_events,collision_episode,min_separation,path_length,final_error,control_time_ms
crossing,no_edges,5,10,0,2,1,0.3447070591113776,35.267052659171206,0.7596123049668095,1.1397463890413444
crossing,local_graph,5,10,0,2,1,0.1521809834064545,35.66236903874571,0.7812819594143156,0.7549990414797018
crossing,global_graph,5,10,1,1,1,0.07234009869732559,51.79818255264872,0.3020721524271369,0.763073821629708
crossing,no_edges,5,11,0,2,1,0.2156768985999624,39.77772175788473,0.8594888278466908,0.7660303478284428
crossing,local_graph,5,11,0,2,1,0.09217286294171946,39.38237813414256,0.8529821778358802,0.7566795393358916
crossing,global_graph,5,11,1,2,1,0.04407291226316007,59.029159122051325,0.46436059575700106,0.7614989726183315
crossing,no_edges,5,12,0,2,1,0.06854363264980874,41.12027333787953,0.7561537899302453,0.7660632739619663
crossing,local_graph,5,12,0,2,1,0.016781803554344183,42.90138132231158,0.7465902544202252,0.7767932528319458
crossing,global_graph,5,12,1,2,1,0.0585002918454063,48.04403267497664,0.5671331940039934,0.7616698140433679
crossing,no_edges,5,13,0,0,0,0.985157513116258,45.38048607726148,0.8122036860012749,0.7772419873314599
crossing,local_graph,5,13,0,2,1,0.07078895159816628,42.98370371664064,0.6526175341347811,0.7544840006933858
crossing,global_graph,5,13,1,2,1,0.05270227514665511,54.04221857309106,0.20889388162166403,0.7619085469438384
crossing,no_edges,5,14,0,2,1,0.47691045885344574,34.34247172436482,0.9307146867446147,0.771142466692254
crossing,local_graph,5,14,0,2,1,0.07034354596701474,37.02864603121259,0.8739960615046337,0.7581251867425939
crossing,global_graph,5,14,1,2,1,0.09215172346311144,47.23365921930991,0.5679207424190582,0.7616495480760932
crossing,no_edges,5,15,0,2,1,0.02575910022336589,46.900804495429156,0.7301792762974173,0.7702803860108057
crossing,local_graph,5,15,0,1,1,0.19266690506451892,42.03188198494142,0.7445685095617016,0.7669237713950375
crossing,global_graph,5,15,1,2,1,0.45433396684650357,61.8529762367067,0.23515854379921527,0.7788439145466933
crossing,no_edges,5,16,1,1,1,0.6370890036202946,29.172403229605457,0.5969693973093462,0.7782766886521131
crossing,local_graph,5,16,1,2,1,0.05268537332101382,30.18960201201857,0.6069692241424527,0.7640910897559176
crossing,global_graph,5,16,1,2,1,0.17457831968359303,38.732547572710374,0.23453534066352139,0.7612355014619728
crossing,no_edges,5,17,0,1,1,0.6388405085167891,32.86757640693897,1.8176105394731235,0.771041513265421
crossing,local_graph,5,17,0,2,1,0.03690585141702652,40.28415818833862,0.8905437935916947,0.774398286982129
crossing,global_graph,5,17,1,2,1,0.07240376313458216,53.863880117634636,0.3314932285753504,0.8095406480909636
crossing,no_edges,5,18,0,1,1,0.6813135913847612,37.649624110305275,0.6806856667620698,0.8022747196567556
crossing,local_graph,5,18,1,1,1,0.31158113058263154,39.18698793316121,0.6433491104754326,0.7716751482803375
crossing,global_graph,5,18,1,2,1,0.19185925396915882,62.22928134856744,0.41941935314361584,0.7760882416429619
crossing,no_edges,5,19,0,1,1,0.561485292475231,35.760028493304475,0.7871324801271397,0.8258068390811483
crossing,local_graph,5,19,0,1,1,0.3276341314265508,36.59171242245946,0.7665289957194797,0.801054782156522
crossing,global_graph,5,19,1,2,1,0.26911627488965933,57.66931258931279,0.6173691341523345,0.7997266094510754
crossing,no_edges,10,10,0,6,1,0.12979125730134816,71.93718478744798,0.8198128943565044,1.0139588441234082
crossing,local_graph,10,10,1,6,1,0.10127916591639745,127.57047966409958,0.3059102306021568,1.005732297198847
crossing,global_graph,10,10,1,4,1,0.18272976742926103,90.2781454438046,0.492961923221458,1.009682728908956
crossing,no_edges,10,11,0,5,1,0.06984312820420642,71.94134824662424,0.8861961916700973,0.9988482595266154
crossing,local_graph,10,11,1,4,1,0.03449058637126876,140.84001911832306,0.34523863941595734,1.0157181803757946
crossing,global_graph,10,11,1,4,1,0.12359726712335688,124.0417393598675,0.48186039892556176,1.0094912082422525
crossing,no_edges,10,12,0,5,1,0.06786683507320347,79.89740664897589,0.8429213036605117,1.0017595350897561
crossing,local_graph,10,12,1,5,1,0.06936686594392544,140.7023578091609,0.19780693077431166,1.0188007766070466
crossing,global_graph,10,12,1,5,1,0.19095466936675184,136.01721635811262,0.5255519237673698,1.0383955183594178
crossing,no_edges,10,13,0,5,1,0.10921209073012848,83.12751645736108,0.7106610237873734,1.016374568765362
crossing,local_graph,10,13,1,5,1,0.060283690169284344,126.38317652775301,0.23988151050091794,1.0105395243347932
crossing,global_graph,10,13,1,5,1,0.23658290469663454,119.72573459103666,0.32222343763261424,1.0664034537815799
crossing,no_edges,10,14,0,6,1,0.2734668531862812,70.87221328547815,1.1591436016323378,1.0931822568333398
crossing,local_graph,10,14,1,5,1,0.013684642053904907,128.62668066643198,0.3229867248471908,1.0134186867314081
crossing,global_graph,10,14,0,7,1,0.1174967491935439,102.41075675916143,0.8478551017723754,1.0350611254883308
crossing,no_edges,10,15,0,5,1,0.01799049893551556,80.75352571370922,0.6983121048427201,1.0157729499042034
crossing,local_graph,10,15,1,5,1,0.09808526817662182,130.33594661525433,0.3211688458179887,0.99974325664031
crossing,global_graph,10,15,1,4,1,0.16524044897077136,145.86404176186798,0.24217842874741766,1.00889645012406
crossing,no_edges,10,16,0,5,1,0.10587831344466482,63.22443535219799,1.1417553673659435,0.99615856888704
crossing,local_graph,10,16,1,5,1,0.03217050254740779,143.95826466138476,0.5093028955176444,0.9924205117082844
crossing,global_graph,10,16,1,5,1,0.10213062058211295,122.15149293106111,0.27115669516490976,1.0162376798689365
crossing,no_edges,10,17,0,6,1,0.2651096360359234,73.68728811936813,0.787820751147323,1.0585131434102852
crossing,local_graph,10,17,1,5,1,0.03109435040880711,121.54414445077329,0.36200797627803655,1.0940085165202618
crossing,global_graph,10,17,1,5,1,0.1045507386591825,112.48607161313386,0.4396168103684762,1.0476153149890404
crossing,no_edges,10,18,0,6,1,0.18381097154842335,82.4121468605624,0.7016581221346991,1.006487914128229
crossing,local_graph,10,18,1,4,1,0.04677619275511236,128.93599869937745,0.419896305430531,1.0161227352606754
crossing,global_graph,10,18,1,4,1,0.17259279149096887,116.9722793733771,0.4498873501632431,1.1354391210867714
crossing,no_edges,10,19,0,4,1,0.276302557495665,73.55321740529065,0.7731992077999945,1.016490173060447
crossing,local_graph,10,19,1,5,1,0.20751710008429422,123.46366073598848,0.4504900111865216,1.0141523748946686
crossing,global_graph,10,19,1,5,1,0.04927536458051319,111.10289226542037,0.5892485153305876,1.0139947834735115
crossing,no_edges,20,10,0,31,1,0.0465608719645484,145.76406902914113,0.7827274234704391,1.4829611987806857
crossing,local_graph,20,10,1,30,1,0.047847516613803515,238.40321706191472,0.3754944524366714,1.4743032321954768
crossing,global_graph,20,10,1,29,1,0.0405969895104843,210.4469265742734,0.4273109651155294,1.5793785899101447
crossing,no_edges,20,11,0,21,1,0.012593523155193366,155.02476665505654,0.7685599487059727,1.4739965845365077
crossing,local_graph,20,11,1,20,1,0.003249203722015525,251.8402048586949,0.35607800729120337,1.523134110417838
crossing,global_graph,20,11,1,41,1,0.07023791162687228,259.37593544838484,0.3405464679566192,1.5087020175997168
crossing,no_edges,20,12,0,32,1,0.06176341874539894,160.71785794316403,1.0439405276721672,1.497732273613413
crossing,local_graph,20,12,0,35,1,0.05127682658273676,229.67268595724659,0.709051831259681,1.4938985812477767
crossing,global_graph,20,12,1,30,1,0.0216278049628302,259.11280618478804,0.4314924207902169,1.5123127940266083
crossing,no_edges,20,13,0,29,1,0.04166960493237056,160.4899778006407,0.8486243193888994,1.4670677696509908
crossing,local_graph,20,13,1,29,1,0.10020864117717504,235.26609859880858,0.45140363295201985,1.4778415478455524
crossing,global_graph,20,13,1,20,1,0.02261444576029627,216.5581438572366,0.40071292643565953,1.4545093581546098
crossing,no_edges,20,14,0,36,1,0.013240372162271835,158.43133873436787,0.8298257465485914,1.4924280636478215
crossing,local_graph,20,14,1,23,1,0.023192741874202016,224.6653275247778,0.4003999816075049,1.46053599116082
crossing,global_graph,20,14,1,29,1,0.02390991589748816,226.15635329452462,0.3733724430998383,1.4651579258497804
crossing,no_edges,20,15,0,26,1,0.023985305119989222,157.12864177671457,0.7981636732008722,1.4630305173341185
crossing,local_graph,20,15,1,30,1,0.01764482995299798,249.2537028833371,0.40041598630719155,1.465029993172114
crossing,global_graph,20,15,1,27,1,0.0807190291817466,266.5800790602801,0.38570943015893144,1.4989405986852944
crossing,no_edges,20,16,0,20,1,0.04773852235401439,135.84776715750107,0.7185748036083944,1.5826491444992523
crossing,local_graph,20,16,1,26,1,0.049920740445050384,273.70502574498056,0.32944501702740514,1.4750378283982475
crossing,global_graph,20,16,1,33,1,0.01590441465752431,276.2650728283426,0.37239672766514553,1.4734794463341434
crossing,no_edges,20,17,0,38,1,0.03327792540758419,153.2724617956307,0.7223833101257238,1.5290114815191675
crossing,local_graph,20,17,1,22,1,0.021904716822676765,226.7856560870858,0.47022691681014467,1.4992017182521522
crossing,global_graph,20,17,1,37,1,0.01406011862964383,224.46358661653943,0.3930858026024181,1.5692647837568074
crossing,no_edges,20,18,0,31,1,0.01656277710377584,155.67416458532026,0.7394360129012117,1.8904883356299251
crossing,local_graph,20,18,1,33,1,0.014726830250250225,229.86600204721387,0.3822941124693649,1.8927534731725852
crossing,global_graph,20,18,1,56,1,0.0033819840595824165,228.87460698244803,0.3236492889939733,1.8485504551790655
crossing,no_edges,20,19,0,45,1,0.02589614993964299,150.30515882125664,0.7088928357403332,1.8754464865196496
crossing,local_graph,20,19,1,27,1,0.027825253429061714,236.6464069757358,0.3800852695784965,1.4801027583113562
crossing,global_graph,20,19,1,35,1,0.020518606316155912,223.5512312571106,0.35943457335795426,1.5840543996697913
open,no_edges,5,10,1,2,1,0.15051279553679595,30.902996903550513,0.5916045142962953,0.5426463981469473
open,local_graph,5,10,1,2,1,0.1678548747304627,41.0056051286618,0.5939792492546492,0.5540789958710471
open,global_graph,5,10,0,2,1,0.15101868512997987,120.17311006071044,1.4892232657518247,0.5562443771244338
open,no_edges,5,11,1,2,1,0.07399624990719085,27.03656320992395,0.5752933009764958,0.5563531750037024
open,local_graph,5,11,1,2,1,0.0938977601911705,27.874467178970143,0.5764254510262231,0.5450742047590514
open,global_graph,5,11,0,2,1,0.3229748425054019,116.6299243603312,0.9384365116476359,0.5529729727034768
open,no_edges,5,12,1,2,1,0.3492482334364769,30.990081778514533,0.5812339334990708,0.5550780100747943
open,local_graph,5,12,1,2,1,0.3953969448493599,37.69597515094473,0.5851699880335468,0.5548683189166089
open,global_graph,5,12,0,2,1,0.173687900651046,123.97801863177469,0.9507663368132709,0.5565661316116651
open,no_edges,5,13,1,1,1,0.3086767955518861,33.077436189170676,0.58852916341207,0.5650305984696994
open,local_graph,5,13,1,2,1,0.060569185004969835,43.16868673233968,0.5987545308579477,0.5589522557177892
open,global_graph,5,13,0,2,1,0.13579103245628343,123.40704242101918,1.1567943847116706,0.7693626937301209
open,no_edges,5,14,1,2,1,0.43126838068852674,31.782928446617905,0.5861842942234541,0.8430863032117486
open,local_graph,5,14,1,2,1,0.1530950556008241,42.19134515944531,0.597467797533956,0.8305337415852895
open,global_graph,5,14,0,2,1,0.18207190129285208,124.63510744604294,1.103963252297744,0.8284960155530522
open,no_edges,5,15,1,2,1,0.34596926967498987,27.914664743492967,0.5780681426704419,0.822023682606717
open,local_graph,5,15,1,2,1,0.1989926023016221,33.11069699677836,0.5792828756717737,0.8327341813128442
open,global_graph,5,15,0,2,1,0.10135482743646916,119.86996053945262,0.931166345339429,0.8453384332824498
open,no_edges,5,16,1,2,1,0.47680506093118125,25.70559325633644,0.5790759299733191,0.8223386753040055
open,local_graph,5,16,1,2,1,0.07436650662533599,31.27484576974925,0.5827128835332156,0.8393957784088949
open,global_graph,5,16,0,2,1,0.1352958015023824,116.48009146314605,1.4298348107769177,0.8274010440800339
open,no_edges,5,17,1,2,1,0.38293335907754017,31.246613237909393,0.5869985695209694,0.5768560416375598
open,local_graph,5,17,1,2,1,0.029022770970747173,42.89225520640612,0.5995381878418573,0.557061453582719
open,global_graph,5,17,0,2,1,0.01225442514324546,123.65926467889207,1.1393579184847467,0.5713448316479722
open,no_edges,5,18,1,1,1,0.1405056445472857,34.913091499703924,0.5999925059701459,0.5587444136229655
open,local_graph,5,18,1,2,1,0.1634574166791571,46.87885612751307,0.6146821115292875,0.5954717673982183
open,global_graph,5,18,0,2,1,0.20896819931247151,123.74081429809486,1.1568626955083277,0.5254209429646531
open,no_edges,5,19,1,1,1,0.13595881288236494,32.220898015900985,0.5920337225148916,0.5608207701394955
open,local_graph,5,19,1,2,1,0.16412605548618125,45.699454365010034,0.6140962990827468,0.5267470881032447
open,global_graph,5,19,0,2,1,0.22653025955025502,124.0616166195952,1.0902470312108319,0.5205635039601475
open,no_edges,10,10,1,5,1,0.16389233609988613,61.86125372136562,0.5859649196695417,0.5544694353981564
open,local_graph,10,10,0,5,1,0.1687575057002681,237.9555646836085,1.5748363605545328,0.5655668404263755
open,global_graph,10,10,0,5,1,0.06132509808530642,236.7100842494789,1.5586571610594773,0.5517228002039095
open,no_edges,10,11,1,5,1,0.3902371943029144,56.48697023802581,0.5765060628757116,0.5637398241863897
open,local_graph,10,11,0,5,1,0.41098785305605223,240.25593568471442,1.0428177564562922,0.560520994865025
open,global_graph,10,11,0,5,1,0.2631212186743811,231.40564842801277,1.2055639765282085,0.5759456563585749
open,no_edges,10,12,1,5,1,0.26327782337542294,67.88677125988471,0.5843709543029996,0.5694634552734593
open,local_graph,10,12,0,7,1,0.5615061376693161,247.07069675490118,1.2598587085622026,0.5635990314961722
open,global_graph,10,12,0,8,1,0.49930576546734357,242.7676566923672,1.326307159589325,0.8332094817887992
open,no_edges,10,13,1,4,1,0.08917449389636496,66.94098318162554,0.5924234293860986,0.8329559039945403
open,local_graph,10,13,0,8,1,0.2732552830947412,243.7537934296551,1.4191460769376838,0.8498347383768609
open,global_graph,10,13,0,5,1,0.19969328915530493,241.78664201507559,1.5854978343862318,0.857022680186977
open,no_edges,10,14,1,4,1,0.03297365664081778,72.2388716744626,0.599424859379582,0.8507698560909679
open,local_graph,10,14,0,7,1,0.1053037594184513,241.62582519764544,1.3071890548188343,0.8515085695156207
open,global_graph,10,14,0,5,1,0.11587259691360519,240.54578135527427,1.4740607253880005,0.8380849030800164
open,no_edges,10,15,1,5,1,0.3440917957205665,62.63326727835825,0.5806321659715571,0.8055673853959888
open,local_graph,10,15,0,10,1,0.24434982537867259,244.08842268264738,1.0057196683862006,0.8230230421759188
open,global_graph,10,15,0,7,1,0.08833799406248279,238.28084947784492,1.2756250307083232,0.8273911740009984
open,no_edges,10,16,1,5,1,0.07127950622688703,52.2257215229024,0.5760750634756759,0.6383974648391207
open,local_graph,10,16,0,5,1,0.11488711439812162,244.940076659294,0.961242242678043,0.528988022900497
open,global_graph,10,16,0,5,1,0.20066703396345606,230.3923554175615,1.3237532730437744,0.5665625755985578
open,no_edges,10,17,1,4,1,0.07541044976874671,66.16105129898907,0.5953058147932795,0.5665872459455082
open,local_graph,10,17,0,8,1,0.12394907111552524,243.2378253223167,1.4080047586188058,0.559990955904747
open,global_graph,10,17,0,5,1,0.1625075687369349,241.14591711947054,1.488913702140581,0.5286284314934164
open,no_edges,10,18,1,5,1,0.10830771297520543,64.70039882553026,0.5918346589790827,0.5708866752684116
open,local_graph,10,18,0,7,1,0.29098480632621776,244.33344128806152,1.4063654350868813,0.5658274050801992
open,global_graph,10,18,0,7,1,0.14649375270750983,242.01861300914496,1.5934585583937337,0.5701647819175074
open,no_edges,10,19,1,5,1,0.054207146254154445,65.35889498644806,0.5920076355870652,0.5521098442841321
open,local_graph,10,19,0,7,1,0.2213405716627016,240.28262642423198,1.6086150705512297,0.5656861021028211
open,global_graph,10,19,0,5,1,0.041585400825485896,241.2028965015736,1.593656368497142,0.5737817322369665
open,no_edges,20,10,1,20,1,0.06936646028007488,116.8065612181337,0.5823336598375328,0.6019363781282058
open,local_graph,20,10,0,24,1,0.02718879079944655,473.1267564184952,1.5460775295870706,0.5994816194288433
open,global_graph,20,10,0,22,1,0.06900789043033136,463.1017914535348,1.5208116590500174,0.6081533618271351
open,no_edges,20,11,1,19,1,0.0593725322818835,115.72040789782092,0.5783361099565236,0.6029801773062596
open,local_graph,20,11,0,43,1,0.08166738728955363,474.5296925577399,0.8979647969439888,0.5937494822622588
open,global_graph,20,11,0,40,1,0.051874070232875484,466.80898091895665,1.224017129990759,0.6201043725013733
open,no_edges,20,12,1,25,1,0.023732771707163043,138.48833443134103,0.5862479584702053,0.596822303486988
open,local_graph,20,12,0,36,1,0.043071314946700086,457.3662410265684,1.264898977286965,0.600598983389015
open,global_graph,20,12,0,41,1,0.015070813378154793,477.0329752825112,1.4450721867476404,0.5937852004232506
open,no_edges,20,13,1,23,1,0.05509522697838736,131.06809886238955,0.5920918011505967,0.5899455805774778
open,local_graph,20,13,0,35,1,0.013397390703797031,477.34650146010904,1.51512223646534,0.5925761167115221
open,global_graph,20,13,0,30,1,0.085745844579333,481.9078795760173,1.5007076409250362,0.593980091313521
open,no_edges,20,14,1,27,1,0.0416098281197673,128.48659083536307,0.5916514123712157,0.5625180104592195
open,local_graph,20,14,0,40,1,0.04592747312769403,476.39201078402766,1.50678282211218,0.6037220514069
open,global_graph,20,14,0,39,1,0.09790117916741169,481.8087032975388,1.4969687085343768,0.61042441908891
open,no_edges,20,15,1,22,1,0.028642655213950787,128.53621212654724,0.5821957352664103,0.5680212925653905
open,local_graph,20,15,0,33,1,0.023726524121832515,472.38790838787537,1.1903293439435692,0.5679073801729828
open,global_graph,20,15,0,34,1,0.08372329996512473,480.34224643771586,1.3004863817465568,0.5552810073519746
open,no_edges,20,16,1,19,1,0.018844981163579872,103.26730595286277,0.5766439965832093,0.5603351242219409
open,local_graph,20,16,0,23,1,0.05274011924130799,460.45009743123984,1.4266333854948052,0.5443289507335672
open,global_graph,20,16,0,27,1,0.0485598397624899,465.26034968021366,1.3403577120207422,0.5615372792817652
open,no_edges,20,17,1,27,1,0.054958277946854005,124.6560631511859,0.5911536931927512,0.5481717002112418
open,local_graph,20,17,0,39,1,0.021397725216754645,478.08303549841696,1.5174006612627324,0.5399316898547113
open,global_graph,20,17,0,35,1,0.05019543552899441,482.6121981523888,1.5021553637049188,0.54325995927987
open,no_edges,20,18,1,23,1,0.044511446142481634,126.81415394838204,0.5914757226153019,0.5485037361116459
open,local_graph,20,18,0,27,1,0.0713715844983767,479.425288416352,1.516378191445523,0.5417369344892601
open,global_graph,20,18,0,26,1,0.07534604070760355,480.1549607770337,1.4940933813305408,0.5454226086537043
open,no_edges,20,19,1,21,1,0.012214685579237985,124.36738580764275,0.5890782791769492,0.5426242714747787
open,local_graph,20,19,0,27,1,0.06248395414498688,471.60220987341006,1.3493354784356555,0.5744556566545119
open,global_graph,20,19,0,29,1,0.09899666584490507,477.9016991487654,1.4881836148477958,0.5683473796428492
random,no_edges,5,10,0,1,1,0.19805687605263095,35.7210583115431,0.6605981316955284,0.7535254718580594
random,local_graph,5,10,1,2,1,0.13775926884652093,56.66495835940589,0.4852153250744344,0.7585948294339081
random,global_graph,5,10,0,2,1,0.108405904519209,52.69447369765766,0.7273250114695327,0.7793186096629748
random,no_edges,5,11,0,2,1,0.02067750771081925,18.97657795705619,0.6610820617122151,0.752132477161164
random,local_graph,5,11,1,3,1,0.05857765855804349,59.317095094701514,0.5776829458565931,0.7596984854899347
random,global_graph,5,11,1,2,1,0.05111527475901398,86.72874890348277,0.4310766162073135,0.7858320352776597
random,no_edges,5,12,1,2,1,0.048483426014792066,28.143134874409274,0.4709283958664766,0.761734921252355
random,local_graph,5,12,1,2,1,0.19370099030247132,78.31455735720907,0.37704743142452785,0.7878715948512157
random,global_graph,5,12,1,2,1,0.11858644734622635,74.73091639900201,0.40939724882804895,0.7864253265627971
random,no_edges,5,13,1,2,1,0.30897223028394954,40.097280878830794,0.5356450073291884,0.7845943425005922
random,local_graph,5,13,1,2,1,0.08914116203760421,40.94410051628905,0.5439581394703904,0.7799101197936883
random,global_graph,5,13,1,0,0,1.2627205408925875,48.95715812529723,0.18703916668578802,0.7743555752763359
random,no_edges,5,14,1,2,1,0.1656465589525366,40.86316637123975,0.4744805582310165,0.7701982627622783
random,local_graph,5,14,1,4,1,0.06610454194406407,62.94097333722901,0.4830910423380902,0.7688388325429211
random,global_graph,5,14,1,4,1,0.06012456483375191,54.23535512599483,0.25404127772676166,0.7721724956577001
random,no_edges,5,15,0,1,1,0.7067993855886899,54.2725314354866,0.7064034907430032,0.7516096908754358
random,local_graph,5,15,1,3,1,0.3302420810410023,66.64341775243841,0.546463838826756,0.7619794632773846
random,global_graph,5,15,1,3,1,0.07132887647244178,68.61540012613054,0.5603700040106692,0.7618819402220348
random,no_edges,5,16,0,3,1,0.07974989680348996,47.889317475589145,0.6643022946963801,0.7539464704071482
random,local_graph,5,16,0,3,1,0.32762938784079076,45.609905743021756,0.7240311259496334,0.7589093351271003
random,global_graph,5,16,1,5,1,0.2282927452117806,45.14783325324001,0.4877957263649563,0.757285647947962
random,no_edges,5,17,1,1,1,0.36474162268698584,44.40006666080515,0.6149164071050888,0.7576561319486549
random,local_graph,5,17,1,1,1,0.1943032163079586,51.659001094024404,0.5429029669236201,0.7629180385265499
random,global_graph,5,17,1,1,1,0.29487183007884193,72.6339373960719,0.3430532732088261,0.7587279949802905
random,no_edges,5,18,0,3,1,0.1697058618536695,49.09299170445323,0.7090746683233482,0.7829588527480761
random,local_graph,5,18,0,3,1,0.2333108867453422,57.90241958573766,0.6515199115068538,0.7712764665484428
random,global_graph,5,18,1,5,1,0.4147406708246874,76.16566426786578,0.42934920132610566,0.780778224968041
random,no_edges,5,19,1,3,1,0.1678088367017619,39.00600610527432,0.5570951560406294,0.7769179452831546
random,local_graph,5,19,1,2,1,0.25356141959601625,59.79848490806628,0.42768734448415274,0.7850871809447805
random,global_graph,5,19,1,4,1,0.4150938202659111,97.43185535497882,0.43586943675213474,0.782627179675425
random,no_edges,10,10,0,4,1,0.24090224573248525,83.12576746483893,0.7009596281550778,0.9941854087325434
random,local_graph,10,10,1,6,1,0.03712004283759235,126.03150900194284,0.3635667628681307,1.0108543598713975
random,global_graph,10,10,1,7,1,0.06410506321421017,111.53277543310237,0.4096315737970152,0.9942983742803335
random,no_edges,10,11,1,6,1,0.2682277027573425,92.11521538669562,0.6039682177158249,1.0000145062804222
random,local_graph,10,11,1,8,1,0.14857645361394675,93.4488447647637,0.4207269734893819,0.9974264617388447
random,global_graph,10,11,1,5,1,0.01911509347984166,140.18023777844132,0.2670484046199125,1.0071542987134308
random,no_edges,10,12,1,12,1,0.013853846594931123,105.29183173180634,0.5154509874062503,1.006867327184106
random,local_graph,10,12,1,12,1,0.0029747754334153815,147.57362716574522,0.325420314256402,1.022793063505863
random,global_graph,10,12,1,8,1,0.01777259326451571,144.23526241708385,0.3007861287924769,1.0070418706163764
