layout,method,robots,success_mean,success_std,success_ci95,strict_success_mean,strict_success_std,strict_success_ci95,collision_events_mean,collision_events_std,collision_events_ci95,collision_episode_mean,collision_episode_std,collision_episode_ci95,min_separation_mean,min_separation_std,min_separation_ci95,path_length_mean,path_length_std,path_length_ci95,final_error_mean,final_error_std,final_error_ci95,control_time_ms_mean,control_time_ms_std,control_time_ms_ci95,episodes
narrow,mlp,20,0.7,0.4830458915396479,0.2993949454037815,0.0,0.0,0.0,25.4,6.552353266829661,4.06119063001644,1.0,0.0,0.0,0.0347432526730773,0.0232983117918305,0.01444044325619285,131.36595581039597,14.69888066036596,9.110460620584236,0.6200400922100165,0.04557976230806988,0.02825062936410844,0.601135040439355,0.013110105892368443,0.008125727817232198,10
narrow,orca,5,0.5,0.5270462766947299,0.32666666666666666,0.0,0.0,0.0,1.1,0.8755950357709131,0.5426994257106474,0.7,0.4830458915396479,0.2993949454037815,0.5797726857604284,0.6379492259034109,0.39540502673762906,42.17782861392426,14.087865045885167,8.73174921915765,1.0715364393434685,1.0859718403323568,0.673092320089971,0.16996744252204732,0.006405975642320223,0.003970464838397236,10
narrow,orca,10,0.5,0.5270462766947299,0.32666666666666666,0.0,0.0,0.0,2.8,1.3984117975602022,0.8667446118795444,0.9,0.31622776601683794,0.19599999999999998,0.34426667696836455,0.3982676681859095,0.24684885817484423,120.73200085791044,36.38067561854449,22.548976362989713,1.0505987089716813,1.0050044851353297,0.6229082334156455,0.4031444992661477,0.01191179762051151,0.007383008655526919,10
narrow,orca,20,0.4,0.5163977794943223,0.32006665972366866,0.0,0.0,0.0,10.8,3.9101008796307144,2.4235056334895435,1.0,0.0,0.0,0.20332562685443567,0.03568951764985715,0.022120592215800355,281.26730667504205,87.51172656273042,54.240330070768884,1.028026315903577,0.8416843826556031,0.5216813851561477,1.1553330128872463,0.02130294328362506,0.01320370104176174,10
narrow,rvo,5,1.0,0.0,0.0,0.0,0.0,0.0,1.4,0.5163977794943223,0.32006665972366866,1.0,0.0,0.0,0.38369123227373647,0.216088267642286,0.13393289587237858,29.360798218425202,2.8112147288480362,1.7424089408546006,0.07369828010761321,0.022891456044670407,0.014188271451522376,7.455694429746211,0.054645040585821945,0.03386934705237367,10
narrow,rvo,10,1.0,0.0,0.0,0.0,0.0,0.0,4.1,0.8755950357709131,0.5426994257106474,1.0,0.0,0.0,0.1628435638264359,0.10752029675268575,0.0666417703573958,62.215996067802806,5.811841639310764,3.6022167681640442,0.07133454049369062,0.006738027219300065,0.0041762725380430155,24.42464092168312,0.044528756292879716,0.02759920908697091,10
narrow,rvo,20,1.0,0.0,0.0,0.0,0.0,0.0,20.6,3.40587727318528,2.1109846043967253,1.0,0.0,0.0,0.07322294575939761,0.03580330110977807,0.022191115934907656,125.47919213131408,9.369477971565937,5.807262611876849,0.04295584117510646,0.010405082089071451,0.006449136693927801,87.03181557488864,0.21201314068632293,0.13140710601708094,10
narrow,transformer,5,0.7,0.48304589153964794,0.29939494540378153,0.0,0.0,0.0,1.4,0.8432740427115678,0.5226666666666666,0.8,0.42163702135578396,0.26133333333333336,0.6494286826756701,0.8845673887833224,0.5482605477227436,52.970600396753206,22.03485090760866,13.657342086973271,1.0552486703634212,1.2975869513304283,0.8042527247503686,1.1427792749600485,0.03148232246115542,0.019512945621789277,10
narrow,transformer,10,0.7,0.48304589153964794,0.29939494540378153,0.0,0.0,0.0,5.3,2.406010991015812,1.4912610621737414,0.9,0.31622776601683794,0.19599999999999998,0.22376664970461796,0.24576284460545914,0.15232538922627414,127.88525274539461,36.98779681905275,22.925273981628553,0.8162719712924508,1.017800077174325,0.63083902352694,1.2330761839014788,0.01592865638673031,0.009872683512658104,10
narrow,transformer,20,0.5,0.5270462766947299,0.32666666666666666,0.0,0.0,0.0,31.9,8.089087299153924,5.01366825122418,1.0,0.0,0.0,0.03510315352055181,0.02280929057317953,0.014137344764675546,241.51706213542616,58.86837491342334,36.48699678831051,0.8650433416535547,0.8091134288774319,0.5014936988535426,1.4579024951672181,0.019599031016226745,0.012147605276937956,10
open,astar,5,1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5270462766947299,0.32666666666666666,1.0,0.0,0.0,0.3860151402111825,0.11222179248390625,0.06955578760175805,35.57119877823309,3.5351333934167606,2.191098377720543,0.1261581043926267,0.017664738622262678,0.010948718430307385,0.11040087473526963,0.014178017867894388,0.008787626517145665,10
open,astar,10,1.0,0.0,0.0,0.0,0.0,0.0,3.3,1.3374935098492586,0.8289870659760352,1.0,0.0,0.0,0.16472876104392778,0.1507471508465603,0.09343405210139764,93.18399657777269,8.987955764920457,5.570792698293953,0.1055316123270105,0.013937313317976855,0.008638436291448266,0.2222758664575772,0.02636858112093935,0.0163434159017805,10
open,astar,20,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.1622776601683795,1.96,1.0,0.0,0.0,0.04964168403362764,0.04080228060790797,0.025289515528260535,182.3359937929825,16.36546083279567,10.143417713222428,0.09664438820233204,0.013919741175352255,0.008627544964611905,0.4317020633693929,0.07176499251569139,0.04448040319244627,10
open,attention,5,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.9486832980505138,0.588,0.4,0.5163977794943222,0.32006665972366855,0.7453293801061409,0.4952694659249294,0.306971195300154,34.34039411584035,3.41891926474541,2.119068114513447,0.7210775156799605,0.022062826479236273,0.013674681525910207,0.9454274755747368,0.031572201885377245,0.01956865346607307,10
open,attention,10,0.0,0.0,0.0,0.0,0.0,0.0,5.2,1.6193277068654826,1.0036697110548314,1.0,0.0,0.0,0.11961542312623914,0.06041201675351203,0.037443755913128395,78.32478815913495,6.875531000049575,4.261498264317377,0.7246986521241129,0.014024189009112814,0.008692282402677288,0.9597452861877779,0.020972227850105742,0.012998721492412699,10
open,attention,20,0.0,0.0,0.0,0.0,0.0,0.0,24.7,2.263232692902394,1.4027661561674805,1.0,0.0,0.0,0.0508424703576678,0.03452465653190988,0.021398603814865604,156.43701991943075,14.519737304215656,8.999426418092384,0.7263090446572467,0.011918027738442222,0.007386870122626409,1.0140948251743491,0.03609513319813646,0.022371995337240713,10
open,gnn,5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.15007791724398303,0.10264834554314163,0.06362210371300696,39.179218781581845,6.439569202092793,3.9912863424617253,0.5942109374365203,0.013446584846384974,0.008334279633595244,0.526822580723092,0.023528264992572268,0.014582969726632472,10
open,gnn,10,0.0,0.0,0.0,0.0,0.0,0.0,6.9,1.5951314818673865,0.9886727354275416,1.0,0.0,0.0,0.2515321927820068,0.14440883698110052,0.08950552446678135,242.75442081270768,2.699126717430278,1.6729360716167019,1.2993795132650707,0.23024438756187232,0.14270694990054755,0.5198472740206247,0.00863820661678569,0.005354015930403292,10
