layout,robots,scenario_seed,checkpoint,success,collision_events,collision_episode,min_separation,path_length,final_error,control_time_ms
random,10,19,checkpoints_seed2,1,6,1,0.09263629309318104,105.64079755972186,0.4997558104374109,0.9873686610565832
random,10,19,checkpoints_seed3,1,6,1,0.06166384379298733,116.81877560384532,0.5739781103692906,0.9988101567917814
random,20,10,checkpoints_seed1,1,28,1,0.11265415010164102,208.79299949075784,0.47677729092920373,1.471936151695748
random,20,10,checkpoints_seed2,1,30,1,0.036878131543665454,310.7192347065733,0.37830392936948454,1.5152062638662755
random,20,10,checkpoints_seed3,0,32,1,0.0095766847208399,254.25628865893302,0.9722397562609283,1.497923262650147
random,20,11,checkpoints_seed1,1,31,1,0.03778388168062751,204.06744002841515,0.45169181320733365,1.519651177416866
random,20,11,checkpoints_seed2,1,36,1,0.1020403139497464,278.29740599534045,0.3390378420044899,1.5166981242752324
random,20,11,checkpoints_seed3,1,35,1,0.059871465573712764,221.2518914711467,0.6386577146982155,1.5361109379834186
random,20,12,checkpoints_seed1,1,28,1,0.05439486891570042,235.12731738870445,0.4065584518370106,1.4821500808466226
random,20,12,checkpoints_seed2,1,24,1,0.041514090003501015,257.0457480204978,0.3678725153428354,1.4835623694428552
random,20,12,checkpoints_seed3,1,22,1,0.030845964406103106,247.69291605081526,0.3997572132574493,1.5114593513620396
random,20,13,checkpoints_seed1,1,27,1,0.04357167960166048,236.5042380214356,0.49259552494850956,1.4824642819197227
random,20,13,checkpoints_seed2,1,26,1,0.05477218110304735,279.89799129357164,0.3631805593911847,1.4994037667444597
random,20,13,checkpoints_seed3,1,36,1,0.0502274680471458,279.20346743116306,0.42171358044704144,1.4799858637464542
random,20,14,checkpoints_seed1,1,42,1,0.009513247237653379,206.58028415269138,0.47901540608768733,1.4829879684839398
random,20,14,checkpoints_seed2,1,35,1,0.030428135384385827,246.60682540352892,0.34478737579131036,1.479738155224671
random,20,14,checkpoints_seed3,1,36,1,0.04423027422631702,247.8537437468259,0.37046951300978737,1.4799994106094043
random,20,15,checkpoints_seed1,0,18,1,0.02136104417623175,226.321034592264,0.6876599175158451,1.4937183121219277
random,20,15,checkpoints_seed2,1,24,1,0.06571643833974587,291.3293457449277,0.327477220315179,1.4617456200843055
random,20,15,checkpoints_seed3,1,19,1,0.012634451823325338,306.4898672902956,0.3942281320390376,1.462789533737426
random,20,16,checkpoints_seed1,1,29,1,0.024643995496238254,212.17656400007385,0.49543948097440815,1.5045700633587937
random,20,16,checkpoints_seed2,1,28,1,0.02522556013688426,273.1819468198123,0.31048199653318553,1.4968919024492304
random,20,16,checkpoints_seed3,0,28,1,0.031915003246516666,229.62509753583842,0.828239115802055,1.4837080709791433
random,20,17,checkpoints_seed1,1,31,1,0.010248159053068806,229.99872937304266,0.4699902542465244,1.5324916845808427
random,20,17,checkpoints_seed2,1,27,1,0.004438685006708894,282.221462659606,0.2990086050967239,1.4920522963317733
random,20,17,checkpoints_seed3,1,28,1,0.014580586143275136,274.44074727063844,0.34176367432723104,1.5061481739394367
random,20,18,checkpoints_seed1,1,21,1,0.06168406863832615,207.20705266763056,0.39935986009891467,1.4983670650205265
random,20,18,checkpoints_seed2,1,24,1,0.02701673413449178,281.49429870842454,0.44773897336092866,1.5116189664695412
random,20,18,checkpoints_seed3,1,34,1,0.05024654960880543,231.56395646754407,0.6191697203281193,1.647258724551648
random,20,19,checkpoints_seed1,1,29,1,0.057996361031961034,205.99033087444548,0.3954412686906014,1.5115272564192612
random,20,19,checkpoints_seed2,1,34,1,0.0060496285098326896,277.1758928689232,0.3994971461306409,1.4847594080492854
random,20,19,checkpoints_seed3,1,38,1,0.02447521984315351,257.9117513624093,0.33845711027990827,1.4805642538703978
narrow,5,10,checkpoints_seed1,1,1,1,0.4088717351267649,40.028465249513516,0.5992841134722774,0.6260144873522222
narrow,5,10,checkpoints_seed2,0,1,1,0.23589754197174026,39.47394039201677,0.748157884813281,0.6250995385926217
narrow,5,10,checkpoints_seed3,0,1,1,0.7152911653377406,56.649015667182226,0.6971835923897571,0.6264493160415441
narrow,5,11,checkpoints_seed1,0,2,1,0.5457913509066432,20.33683483142519,2.0339378225715428,0.6298018076146642
narrow,5,11,checkpoints_seed2,1,1,1,0.44568855584211114,31.63099897397614,0.4647267474383023,0.6232681994636854
narrow,5,11,checkpoints_seed3,0,0,0,1.3834835611377587,22.67589513075108,1.5121062427854062,0.6251460426331809
narrow,5,12,checkpoints_seed1,0,2,1,0.4124737130067952,43.85567238996292,0.7153460380291737,0.6603331208073845
narrow,5,12,checkpoints_seed2,1,2,1,0.08554275838744582,50.26355683750899,0.5865703903473614,0.6229761580470949
narrow,5,12,checkpoints_seed3,0,1,1,0.14611716376263964,52.63751093669707,0.7878029459489648,0.6639008390872428
narrow,5,13,checkpoints_seed1,0,2,1,0.4984881030433687,50.20459600528283,0.722474382578465,0.6880058227883031
narrow,5,13,checkpoints_seed2,1,2,1,0.20032251534096063,60.29727442433099,0.581242255840721,0.6678370933514088
narrow,5,13,checkpoints_seed3,1,2,1,0.09946675304509604,59.4104911380455,0.6447258670193605,0.6243766983971
narrow,5,14,checkpoints_seed1,0,2,1,0.332046775666462,48.42683360827794,0.7146084045580562,0.6356740661431104
narrow,5,14,checkpoints_seed2,1,2,1,0.18489406229691716,59.708294068701235,0.6094596405071645,0.6281341833528131
narrow,5,14,checkpoints_seed3,1,2,1,0.33538742697152457,56.48571933680988,0.5600099649125758,0.6288005077900986
narrow,5,15,checkpoints_seed1,0,1,1,0.37634733234042145,33.33908800901664,0.7224233222017676,0.6368999990324179
narrow,5,15,checkpoints_seed2,1,1,1,0.046445104059683454,43.232107986475604,0.5384169671361185,0.634579024820899
narrow,5,15,checkpoints_seed3,0,1,1,0.05469135438824434,42.89185934509506,0.717761303377545,0.6265418604016304
narrow,5,16,checkpoints_seed1,0,0,0,2.059431733993242,14.684065317580673,3.089900799304882,0.6293072539847344
narrow,5,16,checkpoints_seed2,1,2,1,0.6124921233280084,29.782277726543906,0.4818870227447669,0.6314317365953078
narrow,5,16,checkpoints_seed3,0,0,0,1.4204004322340738,21.158276044226934,1.409223305202072,0.6274282951684048
narrow,5,17,checkpoints_seed1,0,2,1,0.34721037300632396,48.03259616594308,0.7144670296456881,0.6266754605652144
narrow,5,17,checkpoints_seed2,1,2,1,0.158791954263968,59.9572064120176,0.6464100338257377,0.6181644819055995
narrow,5,17,checkpoints_seed3,1,2,1,0.2528875959228505,55.58233132789266,0.532510518518788,0.6205530584945033
narrow,5,18,checkpoints_seed1,0,1,1,0.15332060458451297,38.33507339133776,0.6883895460565944,0.6167534719376514
narrow,5,18,checkpoints_seed2,1,2,1,0.2548158337272175,47.397614189115096,0.5493034250730529,0.6168009499864032
narrow,5,18,checkpoints_seed3,0,1,1,0.07365421725901458,56.86382639731025,0.8282357242358053,0.6349413131829351
narrow,5,19,checkpoints_seed1,0,1,1,0.2705404198354055,38.8485349619152,0.665257450139832,0.6169072294142097
narrow,5,19,checkpoints_seed2,1,1,1,0.1719885977240956,48.1406915017587,0.6110730114209282,0.6147697296304008
narrow,5,19,checkpoints_seed3,0,1,1,0.05704583606786622,53.92405713956439,0.8723212375576498,0.6162682024296373
narrow,10,10,checkpoints_seed1,0,3,1,0.03384514091815482,115.018177605284,1.0162050388602026,0.7211799248276899
narrow,10,10,checkpoints_seed2,1,3,1,0.2039817244143848,171.2384597484832,0.31136189330534464,0.7247602625284344
narrow,10,10,checkpoints_seed3,1,4,1,0.07007575582220263,158.48458280533987,0.2326015188737566,0.7285363506525755
narrow,10,11,checkpoints_seed1,1,2,1,0.07015975322635541,126.36553347584142,0.584711378771,0.7351980214783301
narrow,10,11,checkpoints_seed2,1,3,1,0.11952518997863958,160.9177956403537,0.524716589111906,0.7525427305760483
narrow,10,11,checkpoints_seed3,1,3,1,0.025838382893907323,139.14471847250223,0.22638250589467349,0.7503366738092154
narrow,10,12,checkpoints_seed1,1,6,1,0.302293741601795,171.14980604535535,0.5393820395884033,0.7312944527560225
narrow,10,12,checkpoints_seed2,1,5,1,0.012573746973523288,176.91346570840398,0.3483073216808386,0.7249424699693918
narrow,10,12,checkpoints_seed3,1,6,1,0.15077202064011028,178.13542147065198,0.2349115021583,0.7214743139532706
narrow,10,13,checkpoints_seed1,1,4,1,0.28132456785721915,172.51411792047205,0.5077847943548174,0.7347788370680064
narrow,10,13,checkpoints_seed2,1,4,1,0.044478626276651924,187.0264966591442,0.3445950984094975,0.7197394326794893
narrow,10,13,checkpoints_seed3,1,4,1,0.16838717009387213,174.55894943529458,0.21472390383699339,0.7169876429859711
narrow,10,14,checkpoints_seed1,1,4,1,0.04803618036714114,176.3394322644091,0.4249310293888004,0.7600490663511058
narrow,10,14,checkpoints_seed2,1,4,1,0.048294880143969106,187.1371028944519,0.24672016018166926,0.7346922939177603
narrow,10,14,checkpoints_seed3,1,4,1,0.09456363243810606,191.87976073174946,0.2514238452477927,0.7314483169466257
narrow,10,15,checkpoints_seed1,1,5,1,0.33629191775287065,165.4929362606952,0.5858214030017108,0.748514438358446
narrow,10,15,checkpoints_seed2,1,4,1,0.07077066232176708,179.70708753312212,0.5063659950491057,0.7552979533405354
narrow,10,15,checkpoints_seed3,1,5,1,0.026379378298630848,179.6629694795038,0.2807329351885378,0.7305019069463015
narrow,10,16,checkpoints_seed1,1,3,1,0.4803428997340071,104.19484611607467,0.5886297749956684,0.7345851161517203
narrow,10,16,checkpoints_seed2,1,4,1,0.1469287067965638,139.7274042433772,0.37781106701505884,0.7321012303388367
narrow,10,16,checkpoints_seed3,1,4,1,0.08731797075569817,98.04589396728923,0.26641365606003076,0.7367193698883057
narrow,10,17,checkpoints_seed1,1,4,1,0.21752382559171174,174.25911910730272,0.403154126464616,0.7371428927096227
narrow,10,17,checkpoints_seed2,1,4,1,0.060244840605890304,179.63073166452256,0.25453297454782486,0.7382547579860935
narrow,10,17,checkpoints_seed3,1,4,1,0.14817858854623092,187.74100558939256,0.25558414812876784,0.7306008813126633
narrow,10,18,checkpoints_seed1,1,5,1,0.10703147769609707,150.2588835050782,0.5085409214475768,0.7365248961529384
narrow,10,18,checkpoints_seed2,1,4,1,0.04736175686548296,173.9433646052414,0.3600546355207316,0.7441300665959716
narrow,10,18,checkpoints_seed3,1,4,1,0.022287490820904574,169.2655113746361,0.26653777325289957,0.7385109163199862
narrow,10,19,checkpoints_seed1,1,4,1,0.23614983357185285,140.7046997583019,0.4219505252012742,0.7302580052055418
narrow,10,19,checkpoints_seed2,1,4,1,0.22890131634012847,165.3367229282019,0.3101173059944734,0.7361916281903783
narrow,10,19,checkpoints_seed3,1,4,1,0.027590070164111084,132.9025521513851,0.1749290718996444,0.7280365434192603
narrow,20,10,checkpoints_seed1,1,27,1,0.02873644461769275,241.54161599624354,0.5427132512928479,0.9480239416006953
narrow,20,10,checkpoints_seed2,1,18,1,0.11442379641614733,293.1973831073238,0.37507522492366013,0.93670001369901
narrow,20,10,checkpoints_seed3,1,20,1,0.019322636616270504,271.4798654524132,0.28740188909796427,0.9525701209592322
narrow,20,11,checkpoints_seed1,1,27,1,0.0768567580265584,297.46061708691815,0.5071124930184612,0.9389193534540633
narrow,20,11,checkpoints_seed2,1,25,1,0.0145851810290354,306.98436313012223,0.3444611088218499,0.9609940384204189
narrow,20,11,checkpoints_seed3,1,34,1,0.052901200028869486,303.43797312547025,0.2508934351126032,0.9444462387667348
narrow,20,12,checkpoints_seed1,1,43,1,0.019095206468080064,335.8544137748994,0.5249526146551624,0.9392799072278043
narrow,20,12,checkpoints_seed2,1,30,1,0.051796903644061865,367.3735021698661,0.29967975894054966,0.9493054472841322
narrow,20,12,checkpoints_seed3,1,37,1,0.029336708352545038,350.4899584309737,0.2872668156444057,0.9596985784204056
narrow,20,13,checkpoints_seed1,1,70,1,0.017794257843326975,329.1737671462408,0.5036606164097239,0.9623157985818883
narrow,20,13,checkpoints_seed2,1,37,1,0.051029660875185685,348.8405547923449,0.3352655992466353,0.9667597808099041
narrow,20,13,checkpoints_seed3,1,27,1,0.030047931783119517,345.1293594022279,0.2471292783389746,0.9519053448457271
narrow,20,14,checkpoints_seed1,1,34,1,0.0128878032112235,341.131752773875,0.4724447314269125,0.9572659929593405
narrow,20,14,checkpoints_seed2,1,26,1,0.02080004593937803,369.3894818274374,0.2840210736049992,0.9506133074561754
narrow,20,14,checkpoints_seed3,1,28,1,0.04977615382392051,348.0574314316749,0.21944553391176905,0.9487562075567743
narrow,20,15,checkpoints_seed1,1,30,1,0.030487290732466404,330.43353554611576,0.48225703391793334,0.9585794624096403
narrow,20,15,checkpoints_seed2,1,27,1,0.032789971485749074,348.6576646559781,0.33573834330654073,0.9422620933037251
narrow,20,15,checkpoints_seed3,1,32,1,0.005652229264872983,350.61528757486064,0.3068846422695136,0.9484594513196498
narrow,20,16,checkpoints_seed1,1,26,1,0.07672716504159556,204.16235918759705,0.5086782634752293,0.9529298365426561
narrow,20,16,checkpoints_seed2,1,23,1,0.007610415277250313,245.39597748333708,0.3295719987479472,0.980757890890042
narrow,20,16,checkpoints_seed3,1,18,1,0.014844542947729616,194.0253760814141,0.24689023096068982,0.9823177068028599
narrow,20,17,checkpoints_seed1,1,29,1,0.02675071592603161,331.55580991900024,0.4054912929966653,0.9513351639422277
narrow,20,17,checkpoints_seed2,1,30,1,0.08727403657335683,359.2168445819408,0.2787387511870085,0.9434368810616434
narrow,20,17,checkpoints_seed3,1,30,1,0.0816601102072419,344.02424701230615,0.21852770662040508,0.9490237474286308
narrow,20,18,checkpoints_seed1,1,22,1,0.029740858805777017,275.61445081451484,0.49089339943141297,0.9474462771322578
narrow,20,18,checkpoints_seed2,1,23,1,0.06250656551263789,325.6956890160774,0.37427279188957147,0.9632535822068652
narrow,20,18,checkpoints_seed3,1,29,1,0.03602475661188679,304.8073025217126,0.32419645781038237,0.9412384436776241
narrow,20,19,checkpoints_seed1,1,18,1,0.037731026305479275,254.55712758174292,0.4785543072117934,0.9657499263994396
narrow,20,19,checkpoints_seed2,1,22,1,0.034209434979761574,308.8327672583884,0.3154498292666483,0.9456670610234141
narrow,20,19,checkpoints_seed3,1,19,1,0.030375028094437446,296.514430943087,0.2926804004653154,0.9649741715596368
