layout,method,robots,seed,success,strict_success,physical_collision_events,physical_collision_episode,collisions,collision_events,collision_episode,min_separation,path_length,steps,final_error,control_time_ms
open,transformer,20,15,0,0,17,1,178,24,1,0.06196577024808853,373.3522803799557,240,1.0575750060629754,1.0632116677394758
open,mlp,20,16,1,0,17,1,730,18,1,0.03501677902812549,95.40943929259394,226,0.22204615141574796,0.21281372755765915
open,gnn,20,16,0,0,25,1,225,23,1,0.05274011924130799,460.45009743123984,240,1.4266333854948052,0.5685157336605092
open,attention,20,16,0,0,16,1,287,22,1,0.07179247996579463,128.45524761743044,240,0.7414386449504933,0.9743429118922601
open,transformer,20,16,0,0,21,1,270,22,1,0.017328467575826685,391.34815828749515,240,0.8519168903963242,1.0512212504787992
open,mlp,20,17,1,0,19,1,740,30,1,0.04330261638186405,124.5372931948771,240,0.2361416671006593,0.1996471507785221
open,gnn,20,17,0,0,22,1,544,39,1,0.021397725216754645,478.08303549841696,240,1.5174006612627324,0.5381703318562359
open,attention,20,17,0,0,17,1,238,25,1,0.022388515478360557,163.50721584549476,240,0.717176215230141,0.9736498332737634
open,transformer,20,17,0,0,19,1,167,20,1,0.031586282688139844,411.60516114528787,240,0.8752616906063505,1.1104218040903409
open,mlp,20,18,1,0,18,1,684,25,1,0.07075158641100292,119.8272582000967,240,0.21140148049346089,0.2109906985424459
open,gnn,20,18,0,0,22,1,388,27,1,0.0713715844983767,479.425288416352,240,1.516378191445523,0.5536059111667176
open,attention,20,18,0,0,18,1,241,25,1,0.10043662433663783,156.3183543759668,240,0.7241178199762164,0.9977137049039205
open,transformer,20,18,0,0,15,1,179,29,1,0.0391164211881503,414.5442138988533,240,0.8663731091257046,1.062879884072269
open,mlp,20,19,1,0,16,1,669,25,1,0.07309814555330414,116.9647860856041,237,0.2060079390350634,0.20522865140614127
open,gnn,20,19,0,0,20,1,341,27,1,0.06248395414498688,471.60220987341006,240,1.3493354784356555,0.5539436261945715
open,attention,20,19,0,0,19,1,246,24,1,0.008270690937254773,152.1757565212156,240,0.7322169129373732,0.9946940486164143
open,transformer,20,19,0,0,20,1,190,23,1,0.07728091572837686,392.4656579949285,240,0.9853770694204907,1.0902551798305165
random,mlp,5,10,1,0,2,1,50,2,1,0.09190202721593409,34.61607945995807,240,0.5920055097304697,0.410857474586616
random,gnn,5,10,1,0,2,1,24,2,1,0.13775926884652093,56.66495835940589,240,0.4852153250744344,0.746440600293378
random,attention,5,10,0,0,2,1,21,2,1,0.06323564657373072,33.020620240675925,240,0.8098049623396563,1.185234742782389
random,transformer,5,10,1,1,0,0,4,1,1,0.6399028197227115,53.79965824606166,240,0.4376995787331871,1.252491242485121
random,mlp,5,11,1,0,2,1,48,2,1,0.028290448795272323,17.296142440108767,240,0.6235435288864245,0.4109681583940983
random,gnn,5,11,1,0,3,1,30,3,1,0.05857765855804349,59.317095094701514,240,0.5776829458565931,0.7554320152848959
random,attention,5,11,0,0,1,1,6,1,1,0.1603198217299642,32.15462122196353,240,0.9960583996895529,1.195004927770545
random,transformer,5,11,1,0,2,1,14,2,1,0.2582102987126926,57.42214918971922,240,0.30673209746862884,1.2657223754407216
random,mlp,5,12,1,0,10,1,158,25,1,0.0013419566405065866,41.46846604811343,240,0.4554631611087043,0.40945249105182785
random,gnn,5,12,1,0,1,1,28,2,1,0.19370099030247132,78.31455735720907,240,0.37704743142452785,0.7473137093863139
random,attention,5,12,0,0,3,1,186,4,1,0.2013983187673339,29.60810038114734,240,0.6900038269766942,1.2127948924899101
random,transformer,5,12,1,0,2,1,24,2,1,0.17161852784494608,42.22187529189498,240,0.2901221583138967,1.2795067644522835
random,mlp,5,13,1,0,2,1,23,2,1,0.10570490510341866,29.37648290691589,240,0.47601039302004355,0.4143452543454866
random,gnn,5,13,1,0,1,1,16,2,1,0.08914116203760421,40.94410051628905,240,0.5439581394703904,0.7372867238397399
random,attention,5,13,1,0,1,1,11,1,1,0.5590704191273612,31.817225964023386,240,0.5853652898305441,1.1704893278268476
random,transformer,5,13,0,0,1,1,9,1,1,0.17895112152226994,33.57672536697496,240,1.1322876761171192,1.2435985535072784
random,mlp,5,14,1,0,4,1,80,4,1,0.06674974832620208,29.29606381872113,240,0.3626035814111599,0.40947619709186256
random,gnn,5,14,1,0,4,1,50,4,1,0.06610454194406407,62.94097333722901,240,0.4830910423380902,0.7476239271151522
random,attention,5,14,1,0,1,1,16,3,1,0.4632190537414759,44.89246259433781,240,0.5810101707140347,1.1986512593769778
random,transformer,5,14,1,1,0,0,11,2,1,0.6676343119263081,30.93989266007138,144,0.2757644603291856,1.2539176936520056
random,mlp,5,15,0,0,2,1,20,2,1,0.07198426524933525,47.64621369579804,240,1.2342609829997762,0.4156833262337993
random,gnn,5,15,1,0,3,1,29,3,1,0.3302420810410023,66.64341775243841,240,0.546463838826756,0.7737825508229434
random,attention,5,15,0,0,1,1,67,1,1,0.5243415953051174,50.95237824853892,240,0.8887835461124526,1.2106935687673588
random,transformer,5,15,1,1,0,0,13,2,1,0.5717730979766837,55.53699449326896,240,0.3763591566978276,1.2779136673392106
random,mlp,5,16,1,0,4,1,68,5,1,0.1579232802527776,43.97318070239014,240,0.4350440898397349,0.4169311160997798
random,gnn,5,16,0,0,3,1,64,3,1,0.32762938784079076,45.609905743021756,240,0.7240311259496334,0.7532484654802829
random,attention,5,16,0,0,0,0,5,1,1,0.6571005836940093,43.14501200641331,240,1.0775461169697444,1.1969456895409774
random,transformer,5,16,1,0,2,1,22,2,1,0.05753608824986016,47.330747661173255,240,0.3881199114195022,1.2628181003189336
random,mlp,5,17,0,0,2,1,23,2,1,0.3023759061575462,37.04418190144487,240,0.6929855917095048,0.4185671859886497
random,gnn,5,17,1,0,1,1,9,1,1,0.1943032163079586,51.659001094024404,240,0.5429029669236201,0.7644744027250757
random,attention,5,17,1,1,0,0,0,0,0,1.05157962316237,44.62667472345599,240,0.32928973783631127,1.1979527305811644
random,transformer,5,17,1,0,1,1,8,1,1,0.4428163865637559,56.80274858466597,240,0.2949234228455114,1.259164692601189
random,mlp,5,18,1,0,2,1,21,2,1,0.10176390891116247,34.02880454204094,240,0.6045539774773993,0.4123866616282612
random,gnn,5,18,0,0,2,1,26,3,1,0.2333108867453422,57.90241958573766,240,0.6515199115068538,0.7912988270012041
random,attention,5,18,0,0,2,1,24,2,1,0.049354878632191145,40.275840772844205,240,0.7430742902895952,1.1876236472744495
random,transformer,5,18,1,0,1,1,6,1,1,0.5217001858653323,60.9581336781649,240,0.26610054874962286,1.252912444761023
random,mlp,5,19,0,0,2,1,49,2,1,0.10571252133907502,24.177706617145464,240,0.7777729711820396,0.41367206916523475
random,gnn,5,19,1,0,2,1,21,2,1,0.25356141959601625,59.79848490806628,240,0.42768734448415274,0.7496726446940253
random,attention,5,19,0,0,1,1,7,1,1,0.10927139574718853,25.38174065900195,240,0.8070294005101134,1.1799231792489688
random,transformer,5,19,1,0,1,1,6,1,1,0.5381324621859941,55.91016587345179,240,0.3372571374150571,1.2556417049684871
random,mlp,10,10,1,0,4,1,138,8,1,0.049672554042202444,73.749945609942,240,0.6184590448247548,0.6419513510384908
random,gnn,10,10,1,0,4,1,74,6,1,0.03712004283759235,126.03150900194284,240,0.3635667628681307,0.9939518757164478
random,attention,10,10,0,0,4,1,111,4,1,0.2764235136120253,89.11213373161908,240,0.9018709707628858,1.452406608344366
random,transformer,10,10,1,0,2,1,22,3,1,0.26439743001142113,109.47289274393323,240,0.3253949536753828,1.485293247969821
random,mlp,10,11,1,0,9,1,121,10,1,0.006685934973989193,76.00140766922283,240,0.5628628971420832,0.6405925805059572
random,gnn,10,11,1,0,7,1,80,8,1,0.14857645361394675,93.4488447647637,240,0.4207269734893819,0.9858377083825568
random,attention,10,11,0,0,4,1,65,5,1,0.10448911077832107,95.6955198485514,240,0.8595186933151281,1.4117800067955006
random,transformer,10,11,1,0,6,1,77,8,1,0.037205416421114496,114.773029942717,240,0.3125821830610895,1.4714982302393764
random,mlp,10,12,1,0,8,1,184,8,1,0.022499966180250262,94.2598074206498,240,0.3447502064216413,0.6377159947684655
random,gnn,10,12,1,0,9,1,201,12,1,0.0029747754334153815,147.57362716574522,240,0.325420314256402,1.0263446097572644
random,attention,10,12,1,0,5,1,179,5,1,0.3987488878961582,101.11047452626309,240,0.5850222333632658,1.4469931018538773
random,transformer,10,12,1,0,4,1,119,8,1,0.06187333994081409,105.70698981060119,240,0.3866391232247295,1.4998584830512602
random,mlp,10,13,1,0,5,1,79,5,1,0.10359728158544473,70.26280311613695,240,0.576693609961818,0.6406897058089575
random,gnn,10,13,1,0,4,1,39,5,1,0.11350436187603827,98.34620671812517,240,0.544704333343485,0.9822504168065885
random,attention,10,13,1,0,6,1,97,6,1,0.24407217365704936,81.19031157197144,240,0.5927557777738317,1.4206263954595972
random,transformer,10,13,1,0,3,1,38,4,1,0.09517497269512923,95.45937670334389,240,0.5519658750976965,1.47385280385303
random,mlp,10,14,0,0,7,1,108,7,1,0.03327825469312477,61.2535856690712,240,0.7768953505924172,0.6435659558822712
random,gnn,10,14,1,0,5,1,107,6,1,0.12851542094380544,89.5899720535126,240,0.4556248184849342,0.9971981208461026
random,attention,10,14,0,0,5,1,118,6,1,0.09780086664164564,80.1974895967035,240,0.9257520101552981,1.4427471498493105
random,transformer,10,14,1,0,5,1,79,7,1,0.10946852598333418,98.59762479579959,240,0.2597901874147958,1.5670774523944904
random,mlp,10,15,1,0,6,1,192,8,1,0.08216597997155252,70.01783800399018,240,0.5773026101113844,0.6382738647516817
random,gnn,10,15,1,0,5,1,111,8,1,0.1031161217530914,123.13785685705824,240,0.4527470893352927,0.9763217822182924
random,attention,10,15,1,0,2,1,163,9,1,0.04765588038689104,84.01883939315995,240,0.6350853988678171,1.4028846247432132
random,transformer,10,15,1,0,5,1,74,7,1,0.07838289342807153,104.70958799715564,240,0.483486544208968,1.4740146793580304
random,mlp,10,16,1,0,3,1,55,6,1,0.21291362673014222,77.33602532581843,240,0.4255253126335952,0.6537711441827317
random,gnn,10,16,1,0,6,1,62,7,1,0.07341817571864759,96.03647136384357,240,0.37214606091238456,0.991502976588284
random,attention,10,16,1,0,4,1,176,8,1,0.052560219813814736,75.43545112879397,240,0.49355411635583113,1.434070316220944
random,transformer,10,16,1,0,5,1,85,6,1,0.16091405731863828,87.24436733638468,240,0.5378381215120831,1.4832484477665275
random,mlp,10,17,1,0,7,1,107,8,1,0.15047805610405332,93.10002487547388,240,0.571123277247236,0.6382865908866128
random,gnn,10,17,1,0,6,1,88,6,1,0.07051484685900263,146.01232544299359,240,0.4391374402632854,0.9775684933022907
random,attention,10,17,0,0,5,1,113,6,1,0.07595215466131781,92.46072901381052,240,0.8096096137464714,1.4157490513753146
random,transformer,10,17,1,0,5,1,89,6,1,0.17506411255447799,137.36029887372447,240,0.32206242142240415,1.485626333548377
random,mlp,10,18,1,0,7,1,167,8,1,0.02445051054072661,48.85953777027511,240,0.5483261604880162,0.6353965824625144
random,gnn,10,18,0,0,4,1,72,5,1,0.053863087653266084,86.18092453522169,240,1.1094997341582444,0.9721369734810045
random,attention,10,18,0,0,2,1,65,4,1,0.03400742309775875,81.22531613192483,240,0.8395869464351534,1.4225222053937614
random,transformer,10,18,0,0,3,1,253,5,1,0.08415149123930264,41.674248251182334,240,2.3227328291676446,1.4914620648293446
random,mlp,10,19,1,0,5,1,79,6,1,0.023400367516044178,70.42482556115185,240,0.5631920219478537,0.6436053721699864
random,gnn,10,19,1,0,3,1,33,4,1,0.04971612569855021,98.00379948607201,240,0.5033821096428719,1.0006379103288054
random,attention,10,19,0,0,7,1,262,7,1,0.022891879573735577,81.49305522107846,240,0.7792765414567977,1.4213616086635739
random,transformer,10,19,1,0,4,1,62,10,1,0.03735875525577646,95.55028158066827,240,0.36497794885394375,1.4788400808659692
random,mlp,20,10,0,0,24,1,480,30,1,0.009820515002177281,147.49068026463712,240,0.9255733582758283,1.099549299882104
random,gnn,20,10,1,0,25,1,391,28,1,0.023825393438252913,259.00289786070624,240,0.4581336057722468,1.4386977437728394
random,attention,20,10,0,0,22,1,723,34,1,0.026858920245376672,159.03793055454733,240,1.2097682735363546,1.8820366938598454
random,transformer,20,10,0,0,26,1,363,34,1,0.011831949362601091,220.65918404920765,240,0.8047189754308747,1.9520413615585614
random,mlp,20,11,1,0,31,1,701,38,1,0.02994825102857061,155.3429609022215,240,0.5263024186775024,1.0926362165870767
random,gnn,20,11,1,0,25,1,533,35,1,0.025123858526946558,255.28494995744802,240,0.34046021869782733,1.4415574357068788
random,attention,20,11,0,0,12,1,563,19,1,0.07593242914245141,176.48184176379561,240,1.3994091933117505,1.9055963144637644
random,transformer,20,11,1,0,24,1,506,35,1,0.05754595809801404,242.29455167232464,240,0.31490925603605624,1.949177822098136
random,mlp,20,12,1,0,20,1,441,24,1,0.0779686588188377,156.6121743097394,240,0.5750711685062002,1.0897266135240595
random,gnn,20,12,1,0,22,1,361,24,1,0.0071839287423808625,253.8862017640959,240,0.313830546781952,1.4502076315693557
random,attention,20,12,0,0,21,1,372,29,1,0.045178787512833864,190.17455097290477,240,0.9921111257992041,1.9080984774821748
random,transformer,20,12,1,0,21,1,273,28,1,0.06991427249362503,213.91797915309309,240,0.5736570902842588,1.9554307917132974
random,mlp,20,13,0,0,23,1,421,28,1,0.03152348951359787,136.76899763180168,240,0.6798437645440332,1.1175212275702506
random,gnn,20,13,1,0,23,1,348,27,1,0.023449370310062747,266.35076390869733,240,0.39621834838294795,1.4306806648770969
random,attention,20,13,0,0,16,1,361,19,1,0.03709966782870146,193.71298974869984,240,1.1557253987293035,1.886679222419237
random,transformer,20,13,1,0,21,1,370,29,1,0.01973953224525503,220.7377044931408,240,0.3696200248066739,1.9435928125555317
random,mlp,20,14,1,0,25,1,607,45,1,0.012657510864979193,147.58640525120086,240,0.5777136249600171,1.0858493740670383
random,gnn,20,14,1,0,25,1,579,33,1,0.013903561537656256,232.83671575114963,240,0.36399586269380757,1.4271396115267028
random,attention,20,14,0,0,24,1,748,33,1,0.04514212010380156,164.4480334724064,240,0.9750604681925648,1.8702586841148634
random,transformer,20,14,1,0,21,1,422,31,1,0.028107854206179873,183.82274786970174,240,0.455090805986463,1.9578570131367694
random,mlp,20,15,1,0,18,1,377,20,1,0.020595561637602275,129.48025052334944,240,0.6137297689332984,1.078376437847813
random,gnn,20,15,1,0,16,1,244,18,1,0.0433626685141305,261.98392366439447,240,0.3717459317164643,1.4309959078673273
random,attention,20,15,1,0,15,1,440,32,1,0.05894998912678411,210.6183810603315,240,0.6041682944310908,1.8741980059227596
random,transformer,20,15,1,0,12,1,320,19,1,0.03573879269066309,231.32063269460085,240,0.43928928397584566,1.9472112743339192
random,mlp,20,16,1,0,28,1,413,30,1,0.04742486867549323,174.58455290175743,240,0.5792295160521886,1.0912860413858045
random,gnn,20,16,1,0,22,1,321,30,1,0.05504109266951266,256.41904085879446,240,0.46332960039503224,1.4365918391073744
random,attention,20,16,0,0,27,1,627,35,1,0.020181422808498398,184.04241086727694,240,0.915686791457459,1.874320503945152
random,transformer,20,16,1,0,23,1,340,32,1,0.008527979965027391,199.12645040411425,240,0.4122454600391679,1.9915395125281066
random,mlp,20,17,1,0,18,1,602,27,1,0.011781105970655455,135.2446263478135,240,0.5741690052968549,1.119071456681316
random,gnn,20,17,1,0,23,1,494,27,1,0.03714194778385639,267.8319012128429,240,0.4270548221616403,1.4416487868099164
random,attention,20,17,0,0,18,1,555,33,1,0.048451163286293904,168.2896904842907,240,0.689818454350178,1.8899089947808534
random,transformer,20,17,0,0,19,1,375,26,1,0.05088620459904199,191.56571525267557,240,0.7522064394353695,1.990997257720058
random,mlp,20,18,1,0,23,1,621,29,1,0.052957104460288916,164.86852213996315,240,0.5423803878279732,1.1165061713351558
random,gnn,20,18,1,0,15,1,329,26,1,0.04137954569810878,253.49513930992578,240,0.4806042529329847,1.4469954806069534
random,attention,20,18,0,0,13,1,461,17,1,0.009087829274923404,177.48877528549548,240,1.0392992028600756,1.945970442223673
random,transformer,20,18,0,0,19,1,459,19,1,0.054709735685340544,204.5956598958404,240,1.0288909389727414,1.9751444032105308
random,mlp,20,19,1,0,36,1,910,36,1,0.033097949678979124,144.28999918801463,240,0.5480395596872434,1.0897082878121485
random,gnn,20,19,1,0,36,1,640,32,1,0.022566041698415612,243.36293687198707,240,0.4412632433874317,1.4434434958578397
random,attention,20,19,0,0,24,1,584,36,1,0.03085672284941641,155.86355379038176,240,0.8304819725345054,1.874767573705564
random,transformer,20,19,1,0,15,1,345,22,1,0.03576728027733593,191.00005506594064,240,0.4740922280689036,2.035334915854037
narrow,mlp,5,10,1,1,0,0,10,1,1,0.5659062176651835,35.207738338427895,240,0.5012437401457468,0.2922072948422283
narrow,gnn,5,10,0,0,0,0,5,1,1,0.5710482956694232,46.16356319668237,240,0.8417788907082404,0.6413617869839072
narrow,attention,5,10,1,1,0,0,0,0,0,0.8270981681209207,40.4037031773053,240,0.3351892516502219,1.0700734371008973
narrow,transformer,5,10,1,0,1,1,6,2,1,0.3853894729024398,69.89070938966734,240,0.618361140508654,1.1161684524267912
narrow,mlp,5,11,0,0,2,1,34,2,1,0.03379613981515726,27.798054337945565,240,0.6948594976680604,0.28396528990318376
narrow,gnn,5,11,1,1,0,0,4,1,1,0.684790358606321,42.05694275692959,240,0.611061048119804,0.6214086005153755
narrow,attention,5,11,1,0,1,1,12,2,1,0.39536069401894475,29.651942122873937,240,0.5494995216838715,1.0476152800644438
narrow,transformer,5,11,0,0,0,0,0,0,0,2.156602308608303,13.389327158164214,240,3.5055805902324266,1.1255922630274047
narrow,mlp,5,12,1,0,2,1,15,2,1,0.030394422819011644,29.921149383438525,240,0.6033750334247515,0.28489291629133123
narrow,gnn,5,12,1,0,2,1,15,2,1,0.13967911398603347,41.17674640833028,240,0.5239457155973689,0.6194999907165766
narrow,attention,5,12,0,0,0,0,0,0,0,1.1046827967645292,37.77393781814897,240,1.0552351415273167,1.0495346408182133
narrow,transformer,5,12,1,0,1,1,7,1,1,0.3623833954012902,63.86070379388162,240,0.2780074268285385,1.1253527249209583
narrow,mlp,5,13,1,0,2,1,23,2,1,0.23541642667445745,48.52578609153089,240,0.5934236638014093,0.2835029309305052
narrow,gnn,5,13,1,0,2,1,15,2,1,0.050615287248820647,50.27464375707686,240,0.5003800129077253,0.6194538456232598
narrow,attention,5,13,1,0,2,1,11,2,1,0.23318203361594309,53.010465420202785,240,0.6095574041188925,1.055193521703283
narrow,transformer,5,13,1,0,2,1,12,2,1,0.025815403255220283,66.22106041068774,240,0.28748744216178845,1.1168525748265286
narrow,mlp,5,14,1,0,2,1,24,2,1,0.03383378545134659,46.47680857742405,240,0.5736522676677077,0.28495839796960354
narrow,gnn,5,14,1,0,2,1,14,2,1,0.17899323893361105,49.06438307290235,240,0.48774331124189796,0.6474641306946675
narrow,attention,5,14,0,0,1,1,6,1,1,0.4936802617761719,46.68095952554068,240,0.7395350293647422,1.0548539731341104
narrow,transformer,5,14,1,0,2,1,11,2,1,0.12003254178628936,47.84538043120064,240,0.4538682042330021,1.1118804550884913
narrow,mlp,5,15,0,0,2,1,22,2,1,0.10202386070127971,27.449507287254708,240,0.7399328691352656,0.28147339083564776
narrow,gnn,5,15,0,0,0,0,0,0,0,1.116079936260631,39.47317132532283,240,0.6742997659587278,0.6079694935275862
narrow,attention,5,15,0,0,0,0,0,0,0,0.7849999290670463,31.5093968325214,240,1.1518500935309075,1.0308676399290562
narrow,transformer,5,15,1,1,0,0,7,2,1,0.5696535818564352,48.23129077033228,240,0.4889673445758721,1.1294066246288519
narrow,mlp,5,16,1,1,0,0,0,0,0,0.9587763062817224,26.51693800851799,240,0.44177146930062594,0.28149232384748757
narrow,gnn,5,16,0,0,0,0,0,0,0,1.0382651862273653,33.77917311988626,240,1.4100680649435735,0.6089606496971101
narrow,attention,5,16,0,0,1,1,8,1,1,0.007139917902050922,36.364179944197765,240,0.689337969575382,1.0781561334927876
narrow,transformer,5,16,0,0,0,0,0,0,0,2.4289624601386386,14.967842490638263,240,3.5016098400160223,1.111026736907661
narrow,mlp,5,17,1,0,2,1,24,2,1,0.11872899887845259,44.344850333963905,240,0.595795419989852,0.29157847942163545
narrow,gnn,5,17,1,0,2,1,15,2,1,0.28073063932082387,48.35929010324171,240,0.47768321252857937,0.6292336038313806
narrow,attention,5,17,0,0,1,1,5,1,1,0.47073173882383285,48.17652416628258,240,0.7522124996710857,1.0487997186525415
narrow,transformer,5,17,1,0,2,1,12,2,1,0.024186434925687752,71.2706855951248,240,0.27075209031752934,1.1251733269697677
narrow,mlp,5,18,1,0,2,1,25,2,1,0.015670881838579717,33.831702724693415,240,0.624584446185557,0.2862070163246244
narrow,gnn,5,18,0,0,1,1,6,1,1,0.09140888377388712,45.5572757264627,240,0.7440174786750835,0.6297537319672605
narrow,attention,5,18,1,0,1,1,7,1,1,0.33885322244403004,35.80257455098053,240,0.4476277193816685,1.0620028226791571
narrow,transformer,5,18,1,0,2,1,11,2,1,0.22005030123411976,66.57771599877655,240,0.475856707358196,1.1170721729286015
narrow,mlp,5,19,0,0,2,1,23,2,1,0.15928739582147958,34.202810418512286,240,0.6670593067028755,0.28401262243278325
narrow,gnn,5,19,0,0,1,1,6,1,1,0.10830190908475522,47.30995475931629,240,0.7534998046667825,0.6197163485921919
narrow,attention,5,19,0,0,0,0,0,0,0,0.7837132670008691,34.60595216606866,240,1.0685444604284131,1.0869643515131127
narrow,transformer,5,19,0,0,1,1,6,1,1,0.20121092664827675,67.45128792905868,240,0.6719959174021828,1.1905055842362344
narrow,mlp,10,10,1,0,4,1,79,4,1,0.12962554579113383,63.78823167840683,240,0.6077052300787533,0.39407073442513746
narrow,gnn,10,10,1,0,3,1,54,3,1,0.17224922398021367,114.90050181645779,240,0.48334395324044727,0.734095775987953
narrow,attention,10,10,1,0,4,1,64,4,1,0.13726536402855818,94.76110351228118,240,0.6154822470611714,1.1654342233669013
narrow,transformer,10,10,0,0,3,1,54,7,1,0.048394364580105625,121.39556164672017,240,0.7590021571794485,1.243881698853026
narrow,mlp,10,11,1,0,5,1,82,5,1,0.012966534860194537,57.04664282274267,240,0.642717365004289,0.39045518497005105
narrow,gnn,10,11,1,0,3,1,68,3,1,0.24092896869897282,123.88957039903359,240,0.3407087379050767,0.7257125592635324
narrow,attention,10,11,0,0,2,1,47,3,1,0.26638391723834,65.57063031487567,240,0.7603549051081937,1.1417620155649881
narrow,transformer,10,11,1,0,2,1,23,3,1,0.3745628986874755,113.16403092116863,240,0.3581302646849012,1.2025747215375304
narrow,mlp,10,12,1,0,3,1,73,4,1,0.1413124959561457,70.22682092987104,240,0.642606304094033,0.38119626697152853
narrow,gnn,10,12,1,0,3,1,43,5,1,0.28717176480268636,163.93493018990458,240,0.3196147144522415,0.7083792705088854
narrow,attention,10,12,0,0,4,1,62,6,1,0.042124183143068775,87.05016901299227,240,0.7429043146038843,1.1516857775859535
narrow,transformer,10,12,1,0,5,1,37,5,1,0.05416292671760158,153.74279383546502,240,0.38752988764511087,1.2345978427523125
narrow,mlp,10,13,0,0,4,1,90,4,1,0.12626535688864607,73.6316388988867,240,0.6960760400058915,0.3878843078079323
narrow,gnn,10,13,1,0,4,1,44,4,1,0.30671902759660713,166.0192229116645,240,0.26323075755157105,0.7226281721765796
narrow,attention,10,13,0,0,4,1,81,5,1,0.05683630559013133,103.29404102223974,240,0.8074027268685992,1.1390509801761557
narrow,transformer,10,13,1,0,9,1,156,8,1,0.16008697154725207,150.5519356069588,240,0.45652894491968554,1.2158521082407485
narrow,mlp,10,14,0,0,4,1,90,4,1,0.04074966969556379,75.29304369550582,240,0.6753865198014989,0.3844900949237247
narrow,gnn,10,14,1,0,4,1,58,4,1,0.06775485913610582,171.85209210036598,240,0.2241942668256239,0.7091274834237993
narrow,attention,10,14,1,0,3,1,32,5,1,0.05430997400833194,95.81668825436655,240,0.6206990608117001,1.147211608864988
narrow,transformer,10,14,1,0,4,1,37,5,1,0.155045040613512,155.72234757948516,240,0.3883729814084325,1.2024279431595157
narrow,mlp,10,15,0,0,5,1,86,5,1,0.15136230962924963,59.69042912261116,240,0.7076933866971886,0.37954085079642635
narrow,gnn,10,15,1,0,2,1,35,6,1,0.13537786598817417,173.55108315285227,240,0.5003691160183166,0.7186973622689644
narrow,attention,10,15,0,0,2,1,38,5,1,0.19615171720987676,82.15191018996202,240,0.9238425769963128,1.1924373315802466
narrow,transformer,10,15,1,0,3,1,36,5,1,0.04245403906622538,143.1020009281329,240,0.4299933361734956,1.2412672125113506
narrow,mlp,10,16,1,0,5,1,177,5,1,0.22722475954940832,51.86443005965162,240,0.5278500201902653,0.38414708493898314
narrow,gnn,10,16,1,0,3,1,122,5,1,0.056208429474541015,88.3783847539799,240,0.3502876762951396,0.7080594349342088
narrow,attention,10,16,0,0,2,1,46,4,1,0.1707933611176405,70.60033908409055,240,0.6574312489260062,1.1555179856562365
narrow,transformer,10,16,0,0,0,0,0,0,0,0.8347521967419297,31.9749693173353,240,3.6845353048354914,1.211906331203257
narrow,mlp,10,17,0,0,4,1,96,4,1,0.03540099262600949,69.27152677917667,240,0.681348847802619,0.3795280179474503
narrow,gnn,10,17,1,0,4,1,54,4,1,0.14061781125329326,167.24644662141358,240,0.2581864614133678,0.7169663828487197
narrow,attention,10,17,0,0,5,1,34,6,1,0.0743699731961861,94.66128901442406,240,0.747839165076279,1.1387531432167937
narrow,transformer,10,17,1,0,5,1,55,8,1,0.18506724647039355,152.5242711603262,240,0.3887974835159728,1.2178214053468157
narrow,mlp,10,18,1,0,4,1,90,4,1,0.14443573826760894,68.35250183458214,240,0.5618414041270203,0.38034760509617627
narrow,gnn,10,18,1,0,3,1,37,5,1,0.37651443094104636,156.69914718267884,240,0.3165565653811988,0.7097992289345711
narrow,attention,10,18,1,0,2,1,19,3,1,0.06707748479863058,95.27623347299216,240,0.5536462784697636,1.1479857144877315
narrow,transformer,10,18,1,0,3,1,78,6,1,0.04526967198316229,133.76533447912308,240,0.6175353466890563,1.2106148370852072
narrow,mlp,10,19,1,0,3,1,82,4,1,0.1669919526065041,68.39259557868411,240,0.5920141598880405,0.38163318143536645
narrow,gnn,10,19,1,0,2,1,40,3,1,0.1799802878625504,135.516482201599,240,0.34883953188842065,0.7156517628269891
narrow,attention,10,19,1,0,4,1,29,4,1,0.09780485636899731,97.17740011803195,240,0.49999936957641156,1.141833661434551
narrow,transformer,10,19,0,0,5,1,43,6,1,0.3378711406385225,122.90928197923095,240,0.6922940058729136,1.2491109722759575
narrow,mlp,20,10,1,0,17,1,896,21,1,0.07055149167025927,123.7513007726292,240,0.5638093392893472,0.5842426209710538
narrow,gnn,20,10,0,0,17,1,587,21,1,0.09556114178916142,182.6299547858831,240,0.8676191353597076,0.9592803001093367
narrow,attention,20,10,1,0,18,1,660,27,1,0.021300895623236882,172.35053865875827,240,0.6129429746570202,1.3959260909662892
narrow,transformer,20,10,0,0,18,1,524,26,1,0.06329528652360542,222.49054778840906,240,0.779264205886663,1.4737008973800887
narrow,mlp,20,11,0,0,16,1,421,17,1,0.004357700805360637,115.15670151594973,240,0.6720716913134014,0.5838636580544213
narrow,gnn,20,11,1,0,12,1,388,21,1,0.02523502236349617,278.35731049255355,240,0.35994375617164476,0.9299727758237472
narrow,attention,20,11,0,0,12,1,760,18,1,0.016415615920033808,130.51011675979692,240,1.536118097760949,1.3783460812798392
narrow,transformer,20,11,1,0,14,1,355,24,1,0.013336737124648992,257.98985098179475,240,0.35374982204991434,1.468616002239287
narrow,mlp,20,12,0,0,19,1,702,31,1,0.03432352787210085,145.3816686727351,240,0.6778375488642221,0.5916023665728668
narrow,gnn,20,12,1,0,26,1,380,38,1,0.13728517907965032,334.0422194019127,240,0.3762353307319481,0.9370259048106769
