layout,variant,robots,seed,success,strict_success,physical_collision_events,physical_collision_episode,collision_events,collision_episode,min_separation,path_length,final_error,control_time_ms
random,no_edges,10,19,1,0,5,1,7,1,0.07267759422432356,97.04884303590444,0.6212446473575943,1.0404646920505911
random,local_graph,10,19,1,0,3,1,4,1,0.04971612569855021,98.00379948607201,0.5033821096428719,1.0091516965379317
random,global_graph,10,19,1,0,3,1,6,1,0.008497109291508405,121.88877557350979,0.43472634737283017,1.0334584687370807
random,no_edges,20,10,1,0,29,1,43,1,0.007675492413107928,193.6624035365369,0.5427695335734438,1.4711818929451208
random,local_graph,20,10,1,0,25,1,28,1,0.023825393438252913,259.00289786070624,0.4581336057722468,1.4721902979848285
random,global_graph,20,10,1,0,31,1,30,1,0.032015195998379986,307.44714514872567,0.35337055894143854,1.4982449919140588
random,no_edges,20,11,1,0,29,1,31,1,0.03389515825352496,182.35854856604345,0.5595875505677761,1.476379520803069
random,local_graph,20,11,1,0,25,1,35,1,0.025123858526946558,255.28494995744802,0.34046021869782733,1.4672452952557553
random,global_graph,20,11,1,0,27,1,34,1,0.010392081263482846,264.11850005535587,0.4106433708505361,1.4829232066404074
random,no_edges,20,12,1,0,38,1,40,1,0.01113703931817987,188.47414944171385,0.6014495520532591,1.6192547879957904
random,local_graph,20,12,1,0,22,1,24,1,0.0071839287423808625,253.8862017640959,0.313830546781952,1.5084139440053452
random,global_graph,20,12,1,0,23,1,24,1,0.033121001388963234,263.2392643256957,0.29209573688106905,1.4670543721877038
random,no_edges,20,13,0,0,23,1,28,1,0.034080081323921166,160.51173422263912,0.9555371675662683,1.4482374632886301
random,local_graph,20,13,1,0,23,1,27,1,0.023449370310062747,266.35076390869733,0.39621834838294795,1.4718579943291843
random,global_graph,20,13,1,0,25,1,26,1,0.063112186355538,215.8162820762389,0.4680524691855889,1.490736452008908
random,no_edges,20,14,1,0,36,1,34,1,0.005771432648087757,173.4123686306125,0.6094699850257062,1.4492929738480598
random,local_graph,20,14,1,0,25,1,33,1,0.013903561537656256,232.83671575114963,0.36399586269380757,1.4533606939949095
random,global_graph,20,14,1,0,24,1,32,1,0.04002911661970453,248.3372635245758,0.3743151965777619,1.469059835653752
random,no_edges,20,15,0,0,11,1,16,1,0.02966765167309806,128.74156181467433,0.8908243590406861,1.4466650551185012
random,local_graph,20,15,1,0,16,1,18,1,0.0433626685141305,261.98392366439447,0.3717459317164643,1.4648584842992325
random,global_graph,20,15,1,0,14,1,17,1,0.04720476119449463,284.35268169248775,0.38899533987237,1.4802898183309783
random,no_edges,20,16,0,0,27,1,34,1,0.007932630760369092,198.02342890171684,0.7035108322780655,1.4941290214968224
random,local_graph,20,16,1,0,22,1,30,1,0.05504109266951266,256.41904085879446,0.46332960039503224,1.506056999399637
random,global_graph,20,16,1,0,24,1,28,1,0.039176349598963454,268.1372070889772,0.28829756844476523,1.516620380183061
random,no_edges,20,17,1,0,18,1,22,1,0.015938577240221585,146.09680782291795,0.6337156073102388,1.5395882170802604
random,local_graph,20,17,1,0,23,1,27,1,0.03714194778385639,267.8319012128429,0.4270548221616403,1.5062484366353601
random,global_graph,20,17,1,0,22,1,27,1,0.015149219952747272,296.28352350548755,0.45851757618284295,1.4781225065235049
random,no_edges,20,18,0,0,18,1,23,1,0.058496175407046075,196.11261550370153,0.840941967902811,1.4650411574014772
random,local_graph,20,18,1,0,15,1,26,1,0.04137954569810878,253.49513930992578,0.4806042529329847,1.5124583170594026
random,global_graph,20,18,1,0,15,1,20,1,0.05557329519051824,270.3668759639283,0.3666235097996599,1.535443381483977
random,no_edges,20,19,0,0,29,1,36,1,0.0161828315299045,178.9018511408967,0.7442469222143211,1.4614524397378166
random,local_graph,20,19,1,0,36,1,32,1,0.022566041698415612,243.36293687198707,0.4412632433874317,1.4619127944267045
random,global_graph,20,19,1,0,29,1,30,1,0.0043552462649699844,269.4879372247923,0.30659896399512404,1.471264404244721
narrow,no_edges,5,10,0,0,1,1,1,1,0.3517120779508523,47.31228391412571,0.8351407153862913,0.6522489032552888
narrow,local_graph,5,10,0,0,0,0,1,1,0.5710482956694232,46.16356319668237,0.8417788907082404,0.6519626864853004
narrow,global_graph,5,10,1,0,1,1,1,1,0.1669999630972638,90.43102868611865,0.4157158645523567,0.6602174078579992
narrow,no_edges,5,11,0,0,2,1,2,1,0.320858606401145,34.46515122916515,1.6786616542239794,0.6283440840585778
narrow,local_graph,5,11,1,1,0,0,1,1,0.684790358606321,42.05694275692959,0.611061048119804,0.6373642458735654
narrow,global_graph,5,11,1,0,2,1,2,1,0.2733543232571918,41.65903094245195,0.5315730469814199,0.6292778785185268
narrow,no_edges,5,12,1,0,1,1,1,1,0.33774794073292724,38.98795950983542,0.532061390965482,0.6278065945177028
narrow,local_graph,5,12,1,0,2,1,2,1,0.13967911398603347,41.17674640833028,0.5239457155973689,0.630843024312829
narrow,global_graph,5,12,1,0,1,1,1,1,0.09336732992885573,67.3722278955209,0.3382761471102048,0.6698670680634677
narrow,no_edges,5,13,1,0,1,1,1,1,0.46197968090012786,49.07267791908841,0.48464663164456356,0.661741957689325
narrow,local_graph,5,13,1,0,2,1,2,1,0.050615287248820647,50.27464375707686,0.5003800129077253,0.6413828193520507
narrow,global_graph,5,13,1,0,2,1,2,1,0.3147224033209236,87.96139849700567,0.3941897240292159,0.6533661003534993
narrow,no_edges,5,14,1,0,1,1,1,1,0.2652551212385582,46.9659919541059,0.4832547209650162,0.6266864268885305
narrow,local_graph,5,14,1,0,2,1,2,1,0.17899323893361105,49.06438307290235,0.48774331124189796,0.6251813552808017
narrow,global_graph,5,14,1,0,2,1,2,1,0.19480381452991707,88.04170406815513,0.445244957879396,0.659249818030124
narrow,no_edges,5,15,0,0,1,1,2,1,0.15356085937054978,36.08872802762144,0.696384927051208,0.6268122679709146
narrow,local_graph,5,15,0,0,0,0,0,0,1.116079936260631,39.47317132532283,0.6742997659587278,0.6155405833851546
narrow,global_graph,5,15,1,1,0,0,0,0,1.7496276488753786,49.530677043430714,0.39996384836924614,0.61819480615668
narrow,no_edges,5,16,0,0,2,1,2,1,0.11898430407244068,28.374391751297082,1.6611363065026268,0.6185688815700511
narrow,local_graph,5,16,0,0,0,0,0,0,1.0382651862273653,33.77917311988626,1.4100680649435735,0.6133291036045799
narrow,global_graph,5,16,0,0,0,0,0,0,1.6468904439957515,36.177451806936425,1.0364418356021492,0.6320936624736836
narrow,no_edges,5,17,1,0,1,1,1,1,0.31733414230646045,46.124741253817994,0.47558390670693546,0.6472248118370771
narrow,local_graph,5,17,1,0,2,1,2,1,0.28073063932082387,48.35929010324171,0.47768321252857937,0.6304257394125065
narrow,global_graph,5,17,1,0,2,1,2,1,0.24571217583201035,86.68415890831243,0.42186800508963335,0.6180367956403643
narrow,no_edges,5,18,0,0,0,0,1,1,0.5633070952286752,40.60543475603527,1.1650381232923193,0.6450442189816386
narrow,local_graph,5,18,0,0,1,1,1,1,0.09140888377388712,45.5572757264627,0.7440174786750835,0.6374639032098154
narrow,global_graph,5,18,1,0,2,1,2,1,0.14882046539305335,81.75090319849015,0.2914820918225323,0.6603950479378303
narrow,no_edges,5,19,0,0,1,1,1,1,0.44710203945126126,41.0313715577707,1.2852423311037213,0.6633472919929773
narrow,local_graph,5,19,0,0,1,1,1,1,0.10830190908475522,47.30995475931629,0.7534998046667825,0.6492828678650161
narrow,global_graph,5,19,1,0,1,1,1,1,0.09742535627966045,52.728556811496894,0.2731696910532527,0.6517467977987095
narrow,no_edges,10,10,0,0,1,1,3,1,0.21032623475175902,77.4391324202651,1.6259168332441036,0.717799070601662
narrow,local_graph,10,10,1,0,3,1,3,1,0.17224922398021367,114.90050181645779,0.48334395324044727,0.7150000523931036
narrow,global_graph,10,10,0,0,3,1,3,1,0.11627693003231691,83.38599338762594,1.196241028043204,0.7222907443065196
narrow,no_edges,10,11,0,0,4,1,4,1,0.050843350951018614,74.52849863912309,0.9080819833582277,0.7208559429273009
narrow,local_graph,10,11,1,0,3,1,3,1,0.24092896869897282,123.88957039903359,0.3407087379050767,0.7370737982758632
narrow,global_graph,10,11,0,0,2,1,2,1,0.038469104707498515,88.0602794682799,0.8754692114728408,0.7349732409541806
narrow,no_edges,10,12,1,0,4,1,5,1,0.11348261375759063,83.34820335884001,0.6064717137699954,0.7288885787905505
narrow,local_graph,10,12,1,0,3,1,5,1,0.28717176480268636,163.93493018990458,0.3196147144522415,0.7219303457532078
narrow,global_graph,10,12,1,0,4,1,4,1,0.04405074966199193,166.62357122614443,0.315392949046499,0.7327476671586434
narrow,no_edges,10,13,0,0,3,1,5,1,0.07017137919327873,90.30624378888423,0.7260061426808668,0.7279841365137448
narrow,local_graph,10,13,1,0,4,1,4,1,0.30671902759660713,166.0192229116645,0.26323075755157105,0.7252119714394212
narrow,global_graph,10,13,1,0,4,1,4,1,0.12937847977778424,168.61353006372659,0.25922114907821114,0.7332111204353472
narrow,no_edges,10,14,0,0,2,1,4,1,0.06553497617371325,88.64423270657417,0.7480890997274666,0.7166592792297403
narrow,local_graph,10,14,1,0,4,1,4,1,0.06775485913610582,171.85209210036598,0.2241942668256239,0.7136732378664116
narrow,global_graph,10,14,1,0,4,1,4,1,0.09255046365993684,169.5669967034055,0.2748151202737211,0.7544453663285822
narrow,no_edges,10,15,0,0,4,1,4,1,0.04446237872072239,75.88681193369409,0.6627167647113195,0.7160976354498416
narrow,local_graph,10,15,1,0,2,1,6,1,0.13537786598817417,173.55108315285227,0.5003691160183166,0.7136298634577543
narrow,global_graph,10,15,1,0,2,1,4,1,0.09857227735978048,142.59738628290418,0.29514996864123955,0.7382551790215075
narrow,no_edges,10,16,0,0,3,1,4,1,0.3567576890337308,59.155705123010534,1.8999220233380303,0.7286061047731588
narrow,local_graph,10,16,1,0,3,1,5,1,0.056208429474541015,88.3783847539799,0.3502876762951396,0.7255840871948749
narrow,global_graph,10,16,0,0,5,1,5,1,0.03990229711749809,62.942212437447274,1.3095346654061795,0.7339688949286938
narrow,no_edges,10,17,0,0,3,1,6,1,0.07872898457290431,85.04653036881946,0.8125533006512778,0.728334445739165
narrow,local_graph,10,17,1,0,4,1,4,1,0.14061781125329326,167.24644662141358,0.2581864614133678,0.7265208250222107
narrow,global_graph,10,17,1,0,4,1,4,1,0.029137282724999724,165.93918354832945,0.3092957355532864,0.7463535235729069
narrow,no_edges,10,18,0,0,4,1,5,1,0.10468807279592021,80.65445364129121,0.8679234994056795,0.7431276433635503
narrow,local_graph,10,18,1,0,3,1,5,1,0.37651443094104636,156.69914718267884,0.3165565653811988,0.7143859945548078
narrow,global_graph,10,18,1,0,3,1,4,1,0.0648123615469348,114.8997793487637,0.22655882189828253,0.7270943088870909
narrow,no_edges,10,19,0,0,2,1,3,1,0.10047062167922222,76.53223071042993,1.3545509306594468,0.7162482438919445
narrow,local_graph,10,19,1,0,2,1,3,1,0.1799802878625504,135.516482201599,0.34883953188842065,0.7122492378888031
narrow,global_graph,10,19,1,0,2,1,2,1,0.06322120295711468,110.83977606079708,0.5669475612618499,0.7465896817545096
narrow,no_edges,20,10,0,0,13,1,21,1,0.04184535587384122,139.33611845176648,1.664329392248473,0.9433144043820599
narrow,local_graph,20,10,0,0,17,1,21,1,0.09556114178916142,182.6299547858831,0.8676191353597076,0.9724790385613838
narrow,global_graph,20,10,0,0,23,1,24,1,0.011017771945620933,151.43640109664761,1.2210076665064973,0.9484848919479797
narrow,no_edges,20,11,1,0,11,1,19,1,0.13439118525336616,154.14314075027568,0.6340670130646444,0.9309025558953484
narrow,local_graph,20,11,1,0,12,1,21,1,0.02523502236349617,278.35731049255355,0.35994375617164476,0.929811296130841
narrow,global_graph,20,11,0,0,14,1,25,1,0.06702703405702388,182.01773987650154,0.8898665817785114,0.9346470139765491
narrow,no_edges,20,12,0,0,17,1,27,1,0.07651944934902619,174.39286277086487,0.662929803265669,0.9368851819696525
narrow,local_graph,20,12,1,0,26,1,38,1,0.13728517907965032,334.0422194019127,0.3762353307319481,0.93230355802613
narrow,global_graph,20,12,1,0,24,1,29,1,0.014093809604909094,338.01956792867213,0.3381408375409672,0.938782028000181
narrow,no_edges,20,13,0,0,21,1,30,1,0.03762088301444666,171.55408257364755,1.0244144279517884,0.9667272388469428
narrow,local_graph,20,13,1,0,21,1,29,1,0.04676203852868685,320.9026124198278,0.28696945413957053,0.9638747801848998
narrow,global_graph,20,13,1,0,22,1,24,1,0.026413604193171614,319.06188802982194,0.27834435578447103,0.9710466392183056
narrow,no_edges,20,14,0,0,25,1,33,1,0.062125932967057464,175.326897623038,0.7599484305844244,0.9576900765144577
narrow,local_graph,20,14,1,0,24,1,29,1,0.067832793661064,337.85322038817253,0.22274372524249214,0.9539629643162092
narrow,global_graph,20,14,1,0,17,1,30,1,0.03712709088694695,341.4700075454013,0.3191920086119887,0.9598360280506313
narrow,no_edges,20,15,1,0,19,1,25,1,0.026014615851553766,164.10873583267536,0.6224906426860658,0.9472427889704704
narrow,local_graph,20,15,1,0,14,1,20,1,0.05929625736672276,327.31933471310896,0.36673557244359095,0.943792211667945
narrow,global_graph,20,15,1,0,24,1,30,1,0.06658238157024876,324.67287091805827,0.32421206132792324,0.9426206117495894
narrow,no_edges,20,16,0,0,13,1,16,1,0.06840080488402962,112.04495354646576,1.625591200560588,0.9475600420652578
narrow,local_graph,20,16,1,0,11,1,18,1,0.01708068281294985,189.05566642193006,0.35113386594480495,0.9397452231496572
narrow,global_graph,20,16,0,0,12,1,17,1,0.11636602935605452,146.89505746308203,0.8484142129006111,0.9729579420915494
narrow,no_edges,20,17,0,0,25,1,38,1,0.057232142469552875,168.36373962317748,0.8278917426439479,0.9518752049189061
narrow,local_graph,20,17,1,0,23,1,42,1,0.04402004268537751,327.1295424681045,0.2223478718561612,0.9416042400213579
narrow,global_graph,20,17,1,0,21,1,26,1,0.01469815549572806,332.2151497102064,0.31387035806244057,0.9483459560821453
narrow,no_edges,20,18,0,0,25,1,30,1,0.03630362651139298,153.331177011288,1.1823824873386124,0.9277772779266039
narrow,local_graph,20,18,1,0,21,1,27,1,0.018579766955498653,287.50309533845245,0.318287163833492,0.9339040242290745
narrow,global_graph,20,18,1,0,18,1,25,1,0.025947747827967674,258.9078661260006,0.2715752477374534,0.9294191918646296
narrow,no_edges,20,19,0,0,18,1,23,1,0.018585742527865403,141.75584723455978,1.4194906779607481,0.9450570990641912
narrow,local_graph,20,19,1,0,12,1,20,1,0.03705633047377566,249.04136302794066,0.356329720615166,0.9325616624361525
narrow,global_graph,20,19,0,0,19,1,21,1,0.02832921955586598,190.8086727121125,0.9100039176119357,0.948560486237208
